SMILES	FunctionalGroups
CCC1CCC(=O)C1=O	Carbonyl
CCC1CCC(=O)O1	Ester, Carbonyl
CCc1ccc(C)nc1	NO_MATCH
CCc1ccc(C=O)cc1	Carbonyl
CCc1ccc(CC(C)(C)C=O)cc1	Carbonyl
CCC1CCC(CC)O1	NO_MATCH
CCc1ccc(cc1)C(C)=O	Aldehyde, Acetyl, Carbonyl
CCc1ccc(O)c(OC)c1	Methoxy, Alcohol
CCc1ccc(O)cc1	Alcohol
CCc1ccc(OC)c(OC)c1	Methoxy
CCC1CCC2(CC1)CCC(=O)O2	Ester, Carbonyl
CCC1CCC2(CC1)CCC(=O)O2	Ester, Carbonyl
CCc1ccc2ccccc2c1	NO_MATCH
CCC1CCCC(=O)O1	Ester, Carbonyl
CCc1cccc(O)c1	Alcohol
CCc1cccc2ccccc12	NO_MATCH
CCc1ccccc1[S-]	Thiol, Thione
CCc1ccccc1O	Alcohol
CCc1ccccn1	NO_MATCH
CCc1cccnc1	NO_MATCH
CCc1cnc(C)c(C)n1	NO_MATCH
CCc1cnc(C)c(CC)n1	NO_MATCH
CCc1cnc(C)cn1	NO_MATCH
CCc1cnc(CC)c(C)n1	NO_MATCH
CCc1cnc(CC)cn1	NO_MATCH
CCc1cncc(C)n1	NO_MATCH
CCc1cncc(C=C)n1	NO_MATCH
CCc1cncc(CC)n1	NO_MATCH
CCc1cnccn1	NO_MATCH
CCC1N=C(C(S1)C)C	Imino
CCC1N=C(CS1)C	Imino
CCc1nc(C)cnc1C	NO_MATCH
CCc1nc(C)oc1C	NO_MATCH
CCC1NC(SC(S1)CC)CC	Amine
CCc1ncc(C)nc1C	NO_MATCH
CCc1ncc(C)nc1CC	NO_MATCH
CCc1nccnc1C	NO_MATCH
CCc1nccnc1C(C)=O	Aldehyde, Acetyl, Carbonyl
CCc1nccnc1CC	NO_MATCH
CCc1nccnc1OC	Methoxy
CCC1OC(=C(O)C1=O)C	Alcohol, Carbonyl
CCC1OC(=O)C(=C1C)O	Ester, Alcohol, Carbonyl
CCc1oc(C)c(C)n1	NO_MATCH
CCc1oc(C)cc1	NO_MATCH
CCC1OCC2(CC(=CCC2C)C)CO1	NO_MATCH
CCC1OCC2(CCC=CC2)CO1	NO_MATCH
CCC1OCCC(S1)(C)C	NO_MATCH
CCc1occc1	NO_MATCH
CCc1sc(C)cc1	NO_MATCH
CCc1sc(C)nc1C	NO_MATCH
CCc1sc(C=O)cc1	Carbonyl
CCc1sc(CC)nc1	NO_MATCH
CCC1SC(SS1)CC	NO_MATCH
CCc1scc(C)n1	NO_MATCH
CCc1sccn1	NO_MATCH
CCc1scnc1C	NO_MATCH
CCCC(=O)\C=C\C	Carbonyl
CCCC(=O)C(=O)CCC	Carbonyl
CCCC(=O)C(C)=O	Aldehyde, Acetyl, Carbonyl
CCCC(=O)C(CC)Cc1ccccc1	Carbonyl
CCCC(=O)C(CC)SC	Thioether, Carbonyl
CCCC(=O)C(CC)Sc1ccoc1C	Carbonyl
CCCC(=O)C(S)CC	Thiol, Thione, Carbonyl
CCCC(=O)c1ccccc1	Carbonyl
CCCC(=O)c1occc1	Carbonyl
CCCC(=O)c1sccc1	Carbonyl
CCCC(=O)CC	Carbonyl
CCCC(=O)CC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCC(=O)CCC	Carbonyl
CCCC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C	Ester, Carbonyl
CCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCC(=O)OC(C)(C)[C@@H]1CC[C@@H](C2=C(C1)[C@H](CC2)C)C	Ester, Carbonyl
CCCC(=O)OC(C)(C)C1CCC(=CC1)C	Ester, Carbonyl
CCCC(=O)OC(C)(C)Cc1ccccc1	Ester, Carbonyl
CCCC(=O)OC(C)(CCC=C(C)C)C=C	Ester, Carbonyl
CCCC(=O)OC(C)C	Ester, Carbonyl
CCCC(=O)OC(C)C(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCCC(=O)OC(C)C(=O)OCC	Ester, Ethoxy, Carbonyl
CCCC(=O)OC(C)C1=CC=CC=C1	Ester, Carbonyl
CCCC(=O)OC(CC)c1ccccc1	Ester, Carbonyl
CCCC(=O)OC/C(C)=C/CCC1(C)C2CC3C(C2)C13C	Ester, Carbonyl
CCCC(=O)OC/C=C(C)/CCC=C(C)C	Ester, Carbonyl
CCCC(=O)OC/C=C/C=C/C	Ester, Carbonyl
CCCC(=O)OC/C=C/C1=CC=CC=C1	Ester, Carbonyl
CCCC(=O)OC/C=C/c1ccccc1	Ester, Carbonyl
CCCC(=O)OC\C=C(C)/CCC=C(C)C	Ester, Carbonyl
CCCC(=O)OC\C=C\C=C\C	Ester, Carbonyl
CCCC(=O)OC1=C(C)CCC1=O	Ester, Carbonyl
CCCC(=O)OC1=C(C)OC=CC1=O	Carbonyl
CCCC(=O)OC1=C(OC(C1=O)C)C	Ester, Carbonyl
CCCC(=O)OC1C=CC2C1C3CCC2C3	Ester, Carbonyl
CCCC(=O)Oc1ccc(C)cc1	Carbonyl
CCCC(=O)OC1CCCCC1	Ester, Carbonyl
CCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCC(=O)OCC(C)=C	Ester, Carbonyl
CCCC(=O)OCC(C)C	Ester, Carbonyl
CCCC(=O)OCC(C)C1=CC=CC=C1	Ester, Carbonyl
CCCC(=O)OCC(C)CC	Ester, Carbonyl
CCCC(=O)OCC(C)OC(=O)CCC	Ester, Carbonyl
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC	Ester, Carbonyl
CCCC(=O)OCC\C=C/CC	Ester, Carbonyl
CCCC(=O)OCC=C	Ester, Carbonyl
CCCC(=O)OCc1ccc(OC)cc1	Ester, Methoxy, Carbonyl
CCCC(=O)OCc1ccccc1	Ester, Carbonyl
CCCC(=O)OCC1CCCO1	Ester, Carbonyl
CCCC(=O)OCc1occc1	Ester, Carbonyl
CCCC(=O)OCCC(C)C	Ester, Carbonyl
CCCC(=O)OCCC(C)CCC=C(C)C	Ester, Carbonyl
CCCC(=O)OCCC(C)CCCC(C)=C	Ester, Carbonyl
CCCC(=O)OCCc1ccccc1	Ester, Carbonyl
CCCC(=O)OCCCC1CCCCC1	Ester, Carbonyl
CCCC(=O)OCCCSC	Ester, Thioether, Carbonyl
CCCC(=O)OCSC	Ester, Thioether, Carbonyl
CCCC(=O)SC	Thioether, Carbonyl
CCCC(C)(CCO)S	Thiol, Thione, Alcohol
CCCC(C)(CCO)S	Thiol, Thione, Alcohol
CCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCC(C)C(=O)OC	Ester, Methoxy, Carbonyl
CCCC(C)C(=O)OC(C)CCC	Ester, Carbonyl
CCCC(C)C(=O)OCC	Ester, Ethoxy, Carbonyl
CCCC(C)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCC(C)C=Nc1ccccc1C(=O)OC	Ester, Methoxy, Carbonyl, Imino
CCCC(C)C=O	Carbonyl
CCCC(C)C1OCC(CO1)(C)CCC	NO_MATCH
CCCC(C)COC(=O)C(C)CCC	Ester, Carbonyl
CCCC(C)O	Alcohol
CCCC(C)OC(=O)CCC	Ester, Carbonyl
CCCC(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCC(C=C)O	Alcohol
CCCC(C=C)O	Alcohol
CCCC(CC(=O)OC)O	Ester, Methoxy, Alcohol, Carbonyl
CCCC(CC(=O)OCC)OC(C)=O	Ester, Aldehyde, Acetyl, Ethoxy, Carbonyl
CCCC(CC(C)S)O	Thiol, Thione, Alcohol
CCCC(CC)CCC(=O)O	Carboxylic Acid, Alcohol, Carbonyl
CCCC(CC=O)SC	Thioether, Carbonyl
CCCC(CCC)NC(=O)C1=CC2=C(C=C1)OCO2	Carbonyl, Amine
CCCC(CCC1C(CCCC1(C)C)C)O	Alcohol
CCCC(CCCC(=O)OCC)O	Ester, Ethoxy, Alcohol, Carbonyl
CCCC(CCO)SC	Thioether, Alcohol
CCCC(CCOC(=O)C)S	Ester, Aldehyde, Acetyl, Thiol, Thione, Carbonyl
CCCC(CCOC(=O)C)SC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCCC(CCOC(=O)CCC)S	Ester, Thiol, Thione, Carbonyl
CCCC(CCOC(C)=O)SC	Ester, Aldehyde, Acetyl, Thioether, Carbonyl
CCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCC(O)C(=O)CCC	Alcohol, Carbonyl
CCCC(O)CC	Alcohol
CCCC(O)CC(=O)OCC	Ester, Ethoxy, Alcohol, Carbonyl
CCCC(O)Cc1ccccc1	Alcohol
CCCC(OC(C)=O)C=C	Ester, Aldehyde, Acetyl, Carbonyl
CCCC(S)CCO	Thiol, Thione, Alcohol
CCCC/C=C/C(C)=O	Aldehyde, Acetyl, Carbonyl
CCCC/C=C/C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCC/C=C/CC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCC/C=C/CC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCC/C=C/CCCC(=O)O	Carboxylic Acid, Alcohol, Carbonyl
CCCC/C=C/CCCC(=O)OC(CCCC)CCCCC(=O)O	Carboxylic Acid, Ester, Alcohol, Carbonyl
CCCC/C=C/CCCCC(=O)OCCC(C)C	Ester, Carbonyl
CCCC/C=C/CCO	Alcohol
CCCC/C=C/COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCC/C=C\C(=O)C	Aldehyde, Acetyl, Carbonyl
CCCC/C=C\CCCC(=O)O	Carboxylic Acid, Alcohol, Carbonyl
CCCC/C=C\CCOC(=O)CC	Ester, Carbonyl
CCCC[C@@H](C)C([O-])=O	Carboxylic Acid, Carbonyl
CCCC[C@@H](C)CCC([O-])=O	Carboxylic Acid, Carbonyl
CCCC[C@@H](C)CCC(=O)O	Carboxylic Acid, Alcohol, Carbonyl
CCCC[C@@H](CC)CCC([O-])=O	Carboxylic Acid, Carbonyl
CCCC[C@@H](CCOC)S	Thiol, Thione, Methoxy
CCCC[C@@H]1[C@H](CC(=O)O1)C	Ester, Carbonyl
CCCC[C@H](C)CCC(=O)O	Carboxylic Acid, Alcohol, Carbonyl
CCCC[C@H](CC)O	Alcohol
CCCC[C@H]1C[C@H](C(C)=O)C(=O)O1	Ester, Aldehyde, Acetyl, Carbonyl
CCCC[C@H]1OC(=O)C[C@H]1C	Ester, Carbonyl
CCCC\C(=C\C)C=O	Carbonyl
CCCC\C(C=O)=C/c1ccccc1	Carbonyl
CCCC\C=C(/CC)C=O	Carbonyl
CCCC\C=C/1OC(=O)C(=C1C)C	Ester, Carbonyl
CCCC\C=C/CCCCO	Alcohol
CCCC\C=C\C=C\C=O	Carbonyl
CCCC\C=C\C=C\CO	Alcohol
CCCC\C=C\C=O	Carbonyl
CCCC\C=C\C=O	Carbonyl
CCCC\C=C\CCCCO	Alcohol
CCCC\C=C\CO	Alcohol
CCCC=CC=CC=CC=C	NO_MATCH
CCCC=CC=O	Carbonyl
CCCC=CCCCO.CC(=O)O	Carboxylic Acid, Aldehyde, Acetyl, Alcohol, Carbonyl
CCCC=O	Carbonyl
CCCC1(C=CC(O1)C)C(C)(C)C	Tert-butyl
CCCC1=C(N=C(C(=N1)C)CCC)C	NO_MATCH
CCCC1=CC=C(S1)C=O	Carbonyl
CCCC1=NC=CN=C1OC	Methoxy
CCCC1=NC2=CC=CC=C2N=C1C	NO_MATCH
CCCC1=NN(C=C1)C2=CC=CC=C2	NO_MATCH
CCCC1C2CC(C=C2)C1C=O	Carbonyl
CCCC1CC(=CC(=O)C1)C	Carbonyl
CCCC1CC(CCO1)(C)OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCCC1CC=C(C(S1)CCC)C=O	Carbonyl
CCCC1CCC(=O)O1	Ester, Carbonyl
CCCc1ccc(O)c(OC)c1	Methoxy, Alcohol
CCCc1ccc(O)cc1	Alcohol
CCCc1ccc(OC)cc1	Methoxy
CCCc1ccc2OCOc2c1	NO_MATCH
CCCC1CCCC(=O)O1	Ester, Carbonyl
CCCc1ccccc1O	Alcohol
CCCc1ccccn1	NO_MATCH
CCCc1cccnc1	NO_MATCH
CCCC1CCOC(C)S1	NO_MATCH
CCCC1CCOC(C)S1	NO_MATCH
CCCC1CCOC(C)S1	NO_MATCH
CCCc1cncc(C)n1	NO_MATCH
CCCc1cnccn1	NO_MATCH
CCCc1nc(C)cnc1C	NO_MATCH
CCCc1ncc(C)nc1C	NO_MATCH
CCCc1nccnc1C	NO_MATCH
CCCc1oc(C)c(C)n1	NO_MATCH
CCCC1OCCC(S1)C	NO_MATCH
CCCc1sc(C)cc1	NO_MATCH
CCCc1sccc1	NO_MATCH
CCCc1sccn1	NO_MATCH
CCCCC(=O)/C=C/C	Carbonyl
CCCCC(=O)C(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCC(=O)C(C)C	Carbonyl
CCCCC(=O)C(CCC)S	Thiol, Thione, Carbonyl
CCCCC(=O)C(CCC)Sc1ccoc1C	Carbonyl
CCCCC(=O)c1ccccc1	Carbonyl
CCCCC(=O)c1occc1	Carbonyl
CCCCC(=O)CC	Carbonyl
CCCCC(=O)O[C@@H]1CC2CCC1(C)C2(C)C	Ester, Carbonyl
CCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCC(=O)OC(C)(C)C1CCC(=CC1)C	Ester, Carbonyl
CCCCC(=O)OC(C)(CCC=C(C)C)C=C	Ester, Carbonyl
CCCCC(=O)OC(C)C	Ester, Carbonyl
CCCCC(=O)OC/C=C(C)/CCC=C(C)C	Ester, Carbonyl
CCCCC(=O)OC\C=C\CCC	Ester, Carbonyl
CCCCC(=O)OC1CCCCC1	Ester, Carbonyl
CCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCC(=O)OCC(C)C	Ester, Carbonyl
CCCCC(=O)OCC\C=C\CC	Ester, Carbonyl
CCCCC(=O)OCC=C	Ester, Carbonyl
CCCCC(=O)OCc1ccccc1	Ester, Carbonyl
CCCCC(=O)OCc1occc1	Ester, Carbonyl
CCCCC(=O)OCCC	Ester, Carbonyl
CCCCC(=O)OCCC(C)CCC=C(C)C	Ester, Carbonyl
CCCCC(=O)OCCc1ccccc1	Ester, Carbonyl
CCCCC(=O)OCCCc1ccccc1	Ester, Carbonyl
CCCCC(C#N)c1ccccc1	Nitrile
CCCCC(C(C)=O)C(=O)OCC	Ester, Aldehyde, Acetyl, Ethoxy, Carbonyl
CCCCC(C(C)CCC)O	Alcohol
CCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCC(C)O	Alcohol
CCCCC(C)O	Alcohol
CCCCC(C)O	Alcohol
CCCCC(C)OC(=O)CCC	Ester, Carbonyl
CCCCC(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCC(CC)C(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCC(CC)C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCC(CC)C1OCCO1	NO_MATCH
CCCCC(CC)CCC=O	Carbonyl
CCCCC(CC)CO	Alcohol
CCCCC(CC)COC(=O)c1ccccc1	Ester, Carbonyl
CCCCC(CC)COC(=O)c1ccccc1O	Ester, Alcohol, Carbonyl
CCCCC(CC)COC(=O)CC	Ester, Carbonyl
CCCCC(CC)COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCC(CC)OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCCCC(CC=O)SC	Thioether, Carbonyl
CCCCC(CCOC(=O)C)S	Ester, Aldehyde, Acetyl, Thiol, Thione, Carbonyl
CCCCC(CO)C(C)=O	Aldehyde, Acetyl, Alcohol, Carbonyl
CCCCC(O)\C=C\C	Alcohol
CCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCC(O)C(=O)OCC	Ester, Ethoxy, Alcohol, Carbonyl
CCCCC(O)C=C	Alcohol
CCCCC(O)CC	Alcohol
CCCCC(O)Cc1ccccc1	Alcohol
CCCCC/C(C=O)=C/c1ccccc1	Carbonyl
CCCCC/C(COC=O)=C/c1ccccc1	Ester, Carbonyl
CCCCC/C=C(\C)/C=O	Carbonyl
CCCCC/C=C/C([O-])=O	Carboxylic Acid, Carbonyl
CCCCC/C=C/C(=O)OC	Ester, Methoxy, Carbonyl
CCCCC/C=C/C(=O)OC	Ester, Methoxy, Carbonyl
CCCCC/C=C/C(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCC/C=C/C(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCC/C=C/C(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCC/C=C/C(CC=C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCC/C=C/C(O)CC=C	Alcohol
CCCCC/C=C/C=C/C(=O)NCC(C)C	Carbonyl, Amine
CCCCC/C=C/C=C/C(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCC/C=C/C=C/C=C	NO_MATCH
CCCCC/C=C/C=C/C=O	Carbonyl
CCCCC/C=C/C=C/C=O	Carbonyl
CCCCC/C=C/C=C/CO	Alcohol
CCCCC/C=C/C=C/CO	Alcohol
CCCCC/C=C/CC\C=C\C=O	Carbonyl
CCCCC/C=C/CC1CCCC1=O	Carbonyl
CCCCC/C=C/CCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCC/C=C/CCC=O	Carbonyl
CCCCC/C=C/CCC=O	Carbonyl
CCCCC/C=C/CCO	Alcohol
CCCCC/C=C/COC(=O)CCC	Ester, Carbonyl
CCCCC/C=C/COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCC/C=C/COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCC/C=C\C/C=C\CCC=O	Carbonyl
CCCCC/C=C\C\C=C/C=C/C=O	Carbonyl
CCCCC/C=C\C\C=C/CCCCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCC/C=C\C\C=C/CCCCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCC/C=C\C=C/C=O	Carbonyl
CCCCC/C=C\CCC(OCC)OCC	Ethoxy
CCCCC/C=C\CCCCCCC=O	Carbonyl
CCCCC/C=C\CCOC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCCCC[C@@H](C)C([O-])=O	Carboxylic Acid, Carbonyl
CCCCC[C@@H](C)CCC([O-])=O	Carboxylic Acid, Carbonyl
CCCCC[C@@H](C=C)O	Alcohol
CCCCC[C@@H]1[C@H](CCC1=O)C(=O)OC	Ester, Methoxy, Carbonyl
CCCCC[C@@H]1CCC(=O)O1	Ester, Carbonyl
CCCCC[C@@H]1CCCC(=O)O1	Ester, Carbonyl
CCCCC[C@H](C=C)O	Alcohol
CCCCC[C@H]1[C@H](CCC1=O)CC(=O)OC	Ester, Methoxy, Carbonyl
CCCCC[C@H]1CCC(=O)O1	Ester, Carbonyl
CCCCC[C@H]1CCC(=O)O1	Ester, Carbonyl
CCCCC[C@H]1CCCC(=O)O1	Ester, Carbonyl
CCCCC\C(=C/c1ccccc1)C(OC)OC	Methoxy
CCCCC\C(=C/c1ccccc1)C(OCC)OCC	Ethoxy
CCCCC\C(CO)=C/c1ccccc1	Alcohol
CCCCC\C=C(/C)C=O	Carbonyl
CCCCC\C=C(/CCCC)C=O	Carbonyl
CCCCC\C=C/C=C/C(=O)OC	Ester, Methoxy, Carbonyl
CCCCC\C=C/C=C/C(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCC\C=C/C=C/C=O	Carbonyl
CCCCC\C=C/C=O	Carbonyl
CCCCC\C=C/CC=O	Carbonyl
CCCCC\C=C/CC1CCC(=O)O1	Ester, Carbonyl
CCCCC\C=C/CCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCC\C=C/CCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCC\C=C/CCCOC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCC\C=C/CCO	Alcohol
CCCCC\C=C\C=O	Carbonyl
CCCCC\C=C\C=O	Carbonyl
CCCCC\C=C\CC(=O)OC	Ester, Methoxy, Carbonyl
CCCCC\C=C\CC(=O)OC	Ester, Methoxy, Carbonyl
CCCCC\C=C\CCCO	Alcohol
CCCCC\C=C\CO	Alcohol
CCCCC\C=C\CO	Alcohol
CCCCC=CC(C)O	Alcohol
CCCCC=CCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCC=O	Carbonyl
CCCCC1(CC)CCC(=O)OC1	Ester, Carbonyl
CCCCC1(CCCC)CCC(=O)O1	Ester, Carbonyl
CCCCC1=CN=CO1	NO_MATCH
CCCCC1=CSC=N1	NO_MATCH
CCCCC1=NC(=C(N=C1C)C)C	NO_MATCH
CCCCC1=NC(=CN=C1C)C	NO_MATCH
CCCCC1=NC2=CC=CC=C2N=C1C	NO_MATCH
CCCCC1C(O1)C=O	Carbonyl
CCCCC1CCC(=O)O1	Ester, Carbonyl
CCCCC1CCCC(=O)O1	Ester, Carbonyl
CCCCC1CCCCC(=O)O1	Ester, Carbonyl
CCCCc1ccccn1	NO_MATCH
CCCCC1COC2(O1)CCCC2	NO_MATCH
CCCCC1COCC(C)C1OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCc1nccnc1C	NO_MATCH
CCCCc1ncsc1C	NO_MATCH
CCCCC1OC(=O)C2=C1CCC=C2	Ester, Carbonyl
CCCCC1OC(=O)c2ccccc12	Ester, Carbonyl
CCCCC1OC(=O)CC1C	Ester, Carbonyl
CCCCC1OC(C)CC(=C1)C	NO_MATCH
CCCCC1OC(C)CC(C)(C)O1	NO_MATCH
CCCCc1occc1	NO_MATCH
CCCCc1sc(CC)cc1	NO_MATCH
CCCCc1sccc1	NO_MATCH
CCCCc1sccn1	NO_MATCH
CCCCCC#C/C=C/C=C	NO_MATCH
CCCCCC#CC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCC#CC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCC#CC(=O)OCC\C=C\CC	Ester, Carbonyl
CCCCCC#CC(=O)OCCC(C)C	Ester, Carbonyl
CCCCCC#CCC	NO_MATCH
CCCCCC(/C(=C/CC)/C)O	Alcohol
CCCCCC(/COC(=O)CC(C)C)=C/c1ccccc1	Ester, Carbonyl
CCCCCC(=C)C(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCC(=CC1=CC=C(C=C1)C)C=O	Carbonyl
CCCCCC(=O)C(C)(C(=O)C)O	Aldehyde, Acetyl, Alcohol, Carbonyl
CCCCCC(=O)C(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCC(=O)C(C)C(=O)C	Aldehyde, Acetyl, Carbonyl
CCCCCC(=O)C=C	Carbonyl
CCCCCC(=O)c1occc1	Carbonyl
CCCCCC(=O)CC	Carbonyl
CCCCCC(=O)CCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCC(=O)CCSC	Thioether, Carbonyl
CCCCCC(=O)OC	Ester, Methoxy, Carbonyl
CCCCCC(=O)OC(C)(CCC=C(C)C)C=C	Ester, Carbonyl
CCCCCC(=O)OC(C)C	Ester, Carbonyl
CCCCCC(=O)OC/C=C(C)/CCC=C(C)C	Ester, Carbonyl
CCCCCC(=O)OC\C=C\c1ccccc1	Ester, Carbonyl
CCCCCC(=O)OC\C=C\CCC	Ester, Carbonyl
CCCCCC(=O)OCC	Ester, Ethoxy, Carbonyl
CCCCCC(=O)OCC(C)C	Ester, Carbonyl
CCCCCC(=O)OCC(C)O	Ester, Alcohol, Carbonyl
CCCCCC(=O)OCC\C=C/CC	Ester, Carbonyl
CCCCCC(=O)OCC=C	Ester, Carbonyl
CCCCCC(=O)OCC=C(C)C	Ester, Carbonyl
CCCCCC(=O)OCC1=CC=CO1	Ester, Carbonyl
CCCCCC(=O)OCc1ccccc1	Ester, Carbonyl
CCCCCC(=O)OCCC	Ester, Carbonyl
CCCCCC(=O)OCCC(C)C	Ester, Carbonyl
CCCCCC(=O)OCCC(C)CCC=C(C)C	Ester, Carbonyl
CCCCCC(=O)OCCC(CCC)S	Ester, Thiol, Thione, Carbonyl
CCCCCC(=O)OCCc1ccccc1	Ester, Carbonyl
CCCCCC(=O)OCCCC	Ester, Carbonyl
CCCCCC(=O)OCCCc1ccccc1	Ester, Carbonyl
CCCCCC(=O)OCSC	Ester, Thioether, Carbonyl
CCCCCC(=O)SC	Thioether, Carbonyl
CCCCCC(=O)SCC=C	Carbonyl
CCCCCC(C(=O)C)O	Aldehyde, Acetyl, Alcohol, Carbonyl
CCCCCC(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCC(C)O	Alcohol
CCCCCC(C)O	Alcohol
CCCCCC(C)O	Alcohol
CCCCCC(C)OC(=O)CCC	Ester, Carbonyl
CCCCCC(C)OC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCC(C=C)OC(=O)CC	Ester, Carbonyl
CCCCCC(CC(=O)OC)OC(C)=O	Ester, Aldehyde, Acetyl, Methoxy, Carbonyl
CCCCCC(CC)OC(=O)/C(=C/C)/C	Ester, Carbonyl
CCCCCC(CC)OC(=O)C	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCC(CC)OC(=O)CCC	Ester, Carbonyl
CCCCCC(CC)OC=O	Ester, Carbonyl
CCCCCC(CC=O)S	Thiol, Thione, Carbonyl
CCCCCC(CCCC(=O)OCC)O	Ester, Ethoxy, Alcohol, Carbonyl
CCCCCC(CCCC(=O)OCC)OC=O	Ester, Ethoxy, Carbonyl
CCCCCC(CCCC(=O)OCC1COC(O1)(C)C)O	Ester, Alcohol, Carbonyl
CCCCCC(CO)C(C)=O	Aldehyde, Acetyl, Alcohol, Carbonyl
CCCCCC(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCC(O)C=C	Alcohol
CCCCCC(O)CC	Alcohol
CCCCCC(O)CC(=O)OCC	Ester, Ethoxy, Alcohol, Carbonyl
CCCCCC(O)CCCC(=O)OCC(O)CO	Ester, Alcohol, Carbonyl
CCCCCC(OC(=O)CCC)C=C	Ester, Carbonyl
CCCCCC(OC(C)=O)\C=C\c1ccccc1	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCC(OC)OC	Methoxy
CCCCCC(OCC)OCC	Ethoxy
CCCCCC/C=C/C(C)=O	Aldehyde, Acetyl, Carbonyl
CCCCCC/C=C/C=C/C=O	Carbonyl
CCCCCC/C=C/C=C/C=O	Carbonyl
CCCCCC/C=C/CCC=O	Carbonyl
CCCCCC/C=C/CO	Alcohol
CCCCCC/C=C/CO	Alcohol
CCCCCC/C=C\CCCCC(=O)C	Aldehyde, Acetyl, Carbonyl
CCCCCC[C@@H](C)O	Alcohol
CCCCCC[C@@H]1CCC(=O)O1	Ester, Carbonyl
CCCCCC[C@@H]1CCCC(=O)O1	Ester, Carbonyl
CCCCCC[C@H]1CCC(=O)O1	Ester, Carbonyl
CCCCCC\C(C)=N\O	Alcohol, Imino
CCCCCC\C(C=Nc1ccccc1C(=O)OC)=C/c2ccccc2	Ester, Methoxy, Carbonyl, Imino
CCCCCC\C(C=O)=C/c1ccccc1	Carbonyl
CCCCCC\C=C/C#N	Nitrile
CCCCCC\C=C/C(=O)OC	Ester, Methoxy, Carbonyl
CCCCCC\C=C/C(O)=O	Carboxylic Acid, Alcohol, Carbonyl
CCCCCC\C=C/C=C\CO	Alcohol
CCCCCC\C=C/C=O	Carbonyl
CCCCCC\C=C/C=O	Carbonyl
CCCCCC\C=C/CO	Alcohol
CCCCCC\C=C\C=O	Carbonyl
CCCCCC\C=C\COC(C)=O	Ester, Aldehyde, Acetyl, Carbonyl
CCCCCC=C1CCCC1=O	Carbonyl
