cas_number,new_descriptors_added
565-80-0,"['solvant', 'frais', 'chimique']"
571-58-4,"['boise', 'bois', 'vegetal', 'fermentaire']"
571-61-9,['fermentaire']
576-26-1,"['terreux', 'chimique', 'empyreumatique', 'fume', 'legume', 'vegetal']"
577-16-2,"['vegetal_sec', 'amande_amere', 'fruit_sec', 'balsamique', 'fruite', 'fleur_d_arbuste', 'frais', 'floral', 'lactone', 'boise', 'empyreumatique', 'oleagineux', 'vegetal', 'mielle', 'gras']"
578-58-5,"['fruit_sec', 'fleur_du_jardin', 'fruite', 'frais', 'vegetal_vert', 'plante_aromatique', 'produit_petrolier', 'chimique', 'vegetal', 'oleagineux', 'medicinal', 'gras']"
579-07-7,"['doux', 'sucre_cuit', 'fruit_sec', 'chimique', 'empyreumatique', 'torrefie', 'oleagineux', 'fruite', 'malte', 'mielle', 'gras', 'cuit']"
579-74-8,"['amande_amere', 'doux', 'fruit_sec', 'fruit_a_coque', 'oleagineux', 'fruite', 'cerise', 'frais', 'floral', 'gras', 'fruit_rouge', 'fermentaire']"
583-04-0,"['fruit_exotique', 'fruit_rouge', 'fruite']"
583-58-4,"['frais', 'vegetal_vert', 'vegetal']"
583-60-8,"['vegetal', 'frais', 'vegetal_vert', 'plante_aromatique']"
583-61-9,"['doux', 'sucre_cuit', 'empyreumatique', 'cuit']"
584-02-1,"['fruit_sec', 'vegetal', 'oleagineux', 'aldehyde', 'fruite', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
585-24-0,"['lactique', 'doux', 'sucre_cuit', 'gras', 'empyreumatique', 'cuit']"
585-25-1,"['legume', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'anise']"
585-84-2,"['floral', 'fermentaire', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee']"
586-62-9,"['resineux', 'citronne', 'bois', 'vegetal', 'fruite', 'aldehyde', 'vegetal_vert', 'aldehyde_frais', 'gras', 'phenole', 'zeste_agrume']"
586-81-2,"['resineux', 'boise', 'bois', 'vegetal', 'fleur_d_arbuste', 'frais', 'phenole']"
586-82-3,['fermentaire']
586-95-8,"['fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'gras']"
586-98-1,"['empyreumatique', 'fermentaire']"
588-67-0,['fleur_d_arbuste']
589-35-5,"['fruit_a_pepins', 'doux', 'torrefie', 'alcool_de_fut', 'balsamique', 'frais', 'floral', 'vegetal_vert', 'boise', 'solvant', 'phenole', 'chimique', 'boissons_alcoolisees', 'empyreumatique', 'vegetal', 'malte', 'boisson_fermentee', 'medicinal', 'fermentaire']"
589-38-8,"['fruit_a_pepins', 'boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique']"
589-59-3,"['fruit_exotique', 'fruit_a_pepins', 'vegetal', 'vegetal_vert', 'fruit_rouge']"
589-66-2,"['fruit_a_pepins', 'vegetal_sec', 'terreux', 'sucre_cuit', 'legume', 'balsamique', 'alcool_de_fut', 'frais', 'racine', 'vegetal_vert', 'lactone', 'solvant', 'phenole', 'bois', 'boissons_alcoolisees', 'empyreumatique', 'vegetal', 'medicinal', 'coumarine', 'cuit']"
589-75-3,"['lactique', 'chimique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'solvant', 'gras']"
589-82-2,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
589-92-4,['fermentaire']
589-93-5,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal']"
589-98-0,"['fruite', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'vegetal', 'peponide', 'aldehyde', 'gras']"
590-01-2,"['boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'fleur_d_arbuste', 'floral', 'fruit_rouge']"
590-86-3,"['lactique', 'doux', 'fruit_sec', 'torrefie', 'fruit_a_noyau', 'lacte', 'frais', 'vegetal_vert', 'lactone', 'solvant', 'chimique', 'empyreumatique', 'oleagineux', 'vegetal', 'malte']"
591-12-8,"['vegetal_sec', 'lactique', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'lactone', 'boise', 'fruit_exotique', 'chimique', 'vegetal', 'oleagineux', 'gras']"
591-22-0,"['frais', 'vegetal_vert', 'empyreumatique', 'vegetal']"
591-23-1,"['boise', 'chimique', 'doux', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'frais', 'fermentaire']"
591-24-2,"['chimique', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'phenole']"
591-49-1,"['frais', 'citronne', 'fruite']"
591-68-4,"['vegetal', 'frais', 'vegetal_vert', 'fruit_rouge']"
591-78-6,"['lactique', 'terreux', 'boise', 'moisi', 'empyreumatique', 'fermentaire', 'gras', 'cuit']"
591-80-0,"['doux', 'sucre_cuit', 'empyreumatique', 'fermentaire', 'gras', 'cuit']"
592-20-1,"['fruit_sec', 'gras', 'oleagineux']"
592-82-5,"['frais', 'vegetal_vert', 'vegetal']"
592-84-7,"['doux', 'chimique', 'boise', 'boissons_alcoolisees', 'fruit_a_noyau', 'alcool_de_fut', 'balsamique']"
592-88-1,"['terreux', 'alliace', 'vegetal', 'mineral', 'racine', 'crucifere', 'metal']"
593-08-8,"['vegetal_sec', 'doux', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'boise', 'fruit_exotique', 'animal', 'moisi', 'oleagineux', 'vegetal', 'aldehyde', 'graisse_animale', 'coumarine', 'fermentaire']"
598-75-4,"['lactique', 'chimique', 'boissons_alcoolisees', 'empyreumatique', 'torrefie', 'vegetal', 'fruite', 'malte', 'boisson_fermentee', 'frais', 'medicinal', 'solvant', 'phenole', 'fermentaire']"
600-14-6,"['lactique', 'sucre_cuit', 'fruit_sec', 'fleur_d_arbre', 'fruite', 'floral', 'fermentaire', 'fleur_d_oranger', 'empyreumatique', 'oleagineux', 'mielle', 'gras', 'cuit']"
600-18-0,"['lactique', 'sucre_cuit', 'empyreumatique', 'cuit']"
604-68-2,['fruite']
606-45-1,"['fleur_du_jardin', 'fleur_d_arbre', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'baie', 'fruit_noir']"
607-85-2,"['floral', 'vegetal_vert', 'fleur_du_jardin', 'vegetal']"
607-90-9,"['vegetal_vert', 'fruit_a_noyau', 'vegetal']"
607-91-0,['doux']
607-97-6,"['legume', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'solvant', 'levure', 'chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'malte', 'aldehyde', 'gras', 'fermentaire']"
611-13-2,"['vegetal_sec', 'cuit', 'terreux', 'sucre_cuit', 'boise', 'empyreumatique', 'vegetal', 'fermentaire']"
611-70-1,"['frais', 'vegetal_vert', 'vegetal']"
612-15-7,"['chimique', 'fruit_sec', 'oleagineux', 'fruite', 'aldehyde', 'vegetal', 'frais', 'vegetal_vert', 'aldehyde_frais', 'solvant', 'gras']"
613-33-2,"['mineral', 'frais', 'metal', 'vegetal_vert', 'vegetal']"
613-70-7,"['vegetal_sec', 'balsamique', 'frais', 'viande_cuite', 'floral', 'lactone', 'chimique', 'empyreumatique', 'fume', 'vegetal', 'medicinal', 'cuit']"
614-29-9,['fleur_du_jardin']
614-33-5,"['doux', 'boise', 'chimique', 'fleur_du_jardin', 'vegetal', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
614-47-1,"['boise', 'doux', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
614-99-3,"['boise', 'doux', 'fleur_du_jardin', 'empyreumatique']"
615-10-1,"['lactique', 'torrefie', 'lacte', 'frais', 'vegetal_vert', 'aldehyde_frais', 'boise', 'cacao', 'moisi', 'empyreumatique', 'vegetal', 'aldehyde', 'malte', 'gras', 'fermentaire']"
615-12-3,"['cacao', 'lactique', 'doux', 'empyreumatique', 'torrefie', 'lacte', 'malte']"
615-22-5,"['phenole', 'fume', 'empyreumatique']"
616-09-1,"['lactique', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee', 'floral', 'fermentaire']"
616-25-1,"['terreux', 'doux', 'fleur_du_jardin', 'alcool_de_fut', 'balsamique', 'frais', 'floral', 'racine', 'vegetal_vert', 'boise', 'solvant', 'soufre', 'chimique', 'bois', 'moisi', 'boissons_alcoolisees', 'vegetal', 'crucifere', 'champignon', 'gras', 'fermentaire']"
616-31-9,"['cuit', 'animal', 'empyreumatique', 'fermentaire']"
616-44-4,"['floral', 'fermentaire', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee']"
617-01-6,"['boise', 'chimique', 'bois', 'phenole', 'vegetal', 'aldehyde', 'menthe', 'frais', 'vegetal_vert', 'aldehyde_frais', 'medicinal', 'gras']"
617-05-0,"['lactique', 'boise', 'doux', 'empyreumatique', 'fume', 'balsamique', 'mineral', 'floral', 'metal']"
617-35-6,"['chimique', 'sucre_cuit', 'boise', 'boissons_alcoolisees', 'empyreumatique', 'alcool_de_fut', 'vegetal', 'balsamique', 'frais', 'solvant', 'cuit']"
617-50-5,"['fruit_exotique', 'fruit_a_pepins']"
617-92-5,['empyreumatique']
617-94-7,"['frais', 'vegetal_vert', 'vegetal']"
619-01-2,"['chimique', 'vegetal', 'aldehyde', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'aldehyde_frais', 'gras', 'phenole']"
620-02-0,"['sucre_cuit', 'boise', 'empyreumatique', 'balsamique', 'malte', 'cereale', 'cuit']"
620-17-7,"['soufre', 'terreux', 'boise', 'moisi', 'empyreumatique', 'champignon', 'fermentaire']"
620-23-5,"['fruit_sec', 'oleagineux', 'gras', 'fruit_rouge']"
620-79-1,"['resineux', 'sucre_cuit', 'pin', 'fruit_sec', 'frais', 'vegetal_vert', 'plante_aromatique', 'boise', 'phenole', 'cuit', 'animal', 'bois', 'chimique', 'empyreumatique', 'vegetal', 'oleagineux', 'medicinal', 'gras', 'fermentaire']"
620-80-4,"['boise', 'doux']"
621-82-9,"['boise', 'chimique', 'epice', 'medicinal', 'phenole']"
622-39-9,"['vegetal_sec', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert']"
622-45-7,"['fruit_exotique', 'fruit_a_pepins', 'chimique', 'frais', 'fermentaire']"
622-60-6,['fleur_d_arbre']
622-62-8,"['chimique', 'fruit_sec', 'oleagineux', 'fleur_d_arbuste', 'floral', 'gras', 'fruit_rouge']"
622-78-6,"['terreux', 'fleur_du_jardin', 'legume', 'acetique', 'frais', 'floral', 'vegetal_vert', 'racine', 'phenole', 'soufre', 'chimique', 'moisi', 'vegetal', 'crucifere', 'gras', 'fermentaire']"
623-05-2,"['fruit_exotique', 'vegetal_sec', 'boise', 'fruit_sec', 'vegetal', 'balsamique', 'oleagineux', 'frais', 'lactone', 'gras', 'coumarine']"
623-15-4,"['lactique', 'vegetal_sec', 'fruit_sec', 'fruite', 'frais', 'floral', 'lactone', 'boise', 'phenole', 'chimique', 'oleagineux', 'vegetal', 'medicinal', 'gras']"
623-17-6,"['fruit_exotique', 'soufre', 'terreux', 'chimique', 'fleur_du_jardin', 'legume', 'vegetal', 'frais', 'floral', 'vegetal_vert', 'racine', 'crucifere', 'solvant']"
623-18-7,"['boise', 'chimique', 'fruit_sec', 'fruite', 'epice', 'medicinal', 'phenole', 'fruit_rouge']"
623-19-8,"['soufre', 'empyreumatique', 'legume', 'vegetal', 'frais', 'moutarde', 'crucifere', 'vegetal_vert', 'gras']"
623-21-2,"['fruit_a_pepins', 'vegetal', 'frais', 'vegetal_vert', 'baie']"
623-22-3,"['sucre_cuit', 'boise', 'empyreumatique', 'mielle', 'cuit']"
623-30-3,"['doux', 'fruit_sec', 'balsamique', 'frais', 'vegetal_vert', 'aldehyde_frais', 'phenole', 'chimique', 'oleagineux', 'vegetal', 'aldehyde', 'medicinal', 'gras']"
623-36-9,"['sucre_cuit', 'legume', 'frais', 'vegetal_vert', 'aldehyde_frais', 'fruit_rouge', 'legume_vert', 'soufre', 'fruit_cuit', 'empyreumatique', 'vegetal', 'gras', 'cuit']"
623-37-0,"['fruit_a_pepins', 'doux', 'alcool_de_fut', 'balsamique', 'frais', 'vegetal_vert', 'boise', 'phenole', 'chimique', 'boissons_alcoolisees', 'vegetal', 'boisson_fermentee', 'fermentaire']"
623-42-7,"['fruit_exotique', 'fruit_a_pepins', 'chimique', 'frais', 'solvant']"
623-43-8,"['frais', 'vegetal_vert', 'vegetal']"
623-70-1,"['sucre_cuit', 'legume', 'alcool_de_fut', 'balsamique', 'boise', 'soufre', 'cuit', 'boissons_alcoolisees', 'empyreumatique', 'vegetal', 'fermentaire']"
623-84-7,"['chimique', 'fermentaire']"
624-01-1,"['lactique', 'lactone', 'fruit_a_noyau', 'fruite']"
624-09-9,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
624-13-5,"['vegetal_sec', 'doux', 'fruit_sec', 'torrefie', 'alcool_de_fut', 'balsamique', 'fruite', 'frais', 'floral', 'lactone', 'boise', 'fruit_exotique', 'chimique', 'boissons_alcoolisees', 'empyreumatique', 'vegetal', 'oleagineux', 'malte', 'boisson_fermentee', 'coumarine', 'fermentaire']"
624-24-8,"['fruit_exotique', 'fruit_a_pepins', 'animal', 'fruit_sec', 'oleagineux', 'vegetal', 'frais', 'vegetal_vert', 'gras', 'fermentaire']"
624-51-1,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
624-54-4,"['vegetal_sec', 'terreux', 'sucre_cuit', 'fruit_a_noyau', 'alcool_de_fut', 'balsamique', 'legume', 'frais', 'racine', 'lactone', 'boise', 'chimique', 'bois', 'fruit_cuit', 'empyreumatique', 'boissons_alcoolisees', 'vegetal', 'coumarine', 'cuit']"
624-89-5,"['amine', 'mineral', 'metal', 'coquillage', 'cereale', 'fruit_de_mer', 'animal', 'alliace', 'empyreumatique', 'vegetal', 'malte', 'crucifere', 'cuit']"
624-92-0,"['lactique', 'alliace', 'vegetal', 'crucifere']"
625-33-2,"['frais', 'amine', 'solvant', 'fermentaire']"
625-55-8,"['chimique', 'empyreumatique', 'torrefie', 'malte', 'frais']"
625-60-5,"['alliace', 'empyreumatique', 'legume', 'vegetal', 'cuit']"
625-80-9,"['alliace', 'vegetal']"
625-86-5,"['empyreumatique', 'fume', 'viande_fumee', 'frais', 'solvant', 'phenole', 'cuit']"
626-38-0,"['fruit_sec', 'agrume', 'frais', 'vegetal_vert', 'aldehyde_frais', 'legume_vert', 'oleagineux', 'vegetal', 'aldehyde', 'gras', 'fermentaire']"
626-77-7,"['vegetal_vert', 'vegetal']"
626-82-4,"['fruit_a_pepins', 'doux', 'alcool_de_fut', 'balsamique', 'frais', 'floral', 'vegetal_vert', 'boise', 'chimique', 'boissons_alcoolisees', 'vegetal', 'aldehyde', 'boisson_fermentee', 'gras']"
626-93-7,"['soufre', 'boissons_alcoolisees', 'legume', 'vegetal', 'boisson_fermentee', 'floral', 'chou', 'crucifere', 'fermentaire']"
627-90-7,"['lactique', 'vegetal_sec', 'doux', 'fruit_sec', 'alcool_de_fut', 'balsamique', 'frais', 'vegetal_vert', 'lactone', 'boise', 'fruit_exotique', 'chimique', 'boissons_alcoolisees', 'vegetal', 'oleagineux', 'aldehyde', 'coumarine', 'fermentaire']"
627-93-0,"['fruit_sec', 'gras', 'oleagineux', 'fruite']"
628-00-2,"['musque', 'animal', 'alliace', 'vegetal']"
628-29-5,"['alliace', 'vegetal']"
628-46-6,"['lactique', 'fermentaire']"
628-63-7,"['fruit_exotique', 'fruit_a_pepins', 'chimique', 'frais', 'solvant']"
628-97-7,"['doux', 'boise']"
628-99-9,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'gras', 'fermentaire']"
629-19-6,"['empyreumatique', 'vegetal', 'fruite', 'mineral', 'metal', 'vegetal_vert']"
629-33-4,"['fruit_exotique', 'fruit_a_pepins', 'chimique', 'fleur_du_jardin', 'fruit_a_noyau', 'vegetal', 'fruite', 'frais', 'floral', 'vegetal_vert', 'solvant']"
629-40-3,['fruite']
629-63-0,"['doux', 'fleur_d_arbre', 'vegetal', 'fruite', 'floral', 'vegetal_vert', 'mielle']"
635-46-1,"['musque', 'doux', 'mielle']"
636-72-6,"['empyreumatique', 'torrefie']"
637-64-9,"['sucre_cuit', 'fruit_sec', 'alcool_de_fut', 'balsamique', 'frais', 'alcool_blanc', 'boise', 'solvant', 'cereale', 'chimique', 'boissons_alcoolisees', 'empyreumatique', 'oleagineux', 'malte', 'gras']"
637-65-0,"['doux', 'fruit_sec', 'fleur_du_jardin', 'alcool_de_fut', 'balsamique', 'frais', 'floral', 'boise', 'solvant', 'phenole', 'chimique', 'boissons_alcoolisees', 'oleagineux']"
637-78-5,"['fruit_exotique', 'frais', 'chimique', 'solvant']"
638-02-8,"['fruit_sec', 'oleagineux', 'fruite', 'vegetal', 'frais', 'vegetal_vert', 'gras']"
638-11-9,"['fruit_exotique', 'chimique', 'vegetal', 'frais', 'vegetal_vert', 'solvant']"
638-17-5,"['amine', 'fruit_sec', 'legume', 'fruite', 'racine', 'coquillage', 'cereale', 'fruit_de_mer', 'alliace', 'empyreumatique', 'oleagineux', 'vegetal', 'malte', 'legumes_cuits', 'crucifere', 'gras', 'cuit']"
638-25-5,"['boise', 'chimique', 'fleur_du_jardin', 'boissons_alcoolisees', 'alcool_de_fut', 'balsamique', 'boisson_fermentee', 'fleur_d_arbuste', 'floral', 'fermentaire']"
638-49-3,"['fruit_exotique', 'banane', 'boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'vegetal', 'balsamique', 'vegetal_vert', 'solvant']"
639-99-6,"['fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'vegetal']"
643-58-3,"['frais', 'vegetal_vert', 'vegetal']"
643-93-6,"['fleur_d_arbuste', 'frais', 'floral', 'vegetal_vert', 'vegetal']"
644-08-6,"['fruit_a_pepins', 'legume', 'fruite', 'frais', 'vegetal_vert', 'plante_aromatique', 'anise', 'phenole', 'legume_vert', 'chimique', 'camphre', 'vegetal', 'medicinal']"
644-13-3,"['doux', 'chimique', 'fleur_d_arbre', 'fruite', 'mielle', 'produit_petrolier']"
644-35-9,"['chimique', 'fume', 'empyreumatique']"
644-49-5,['peponide']
644-98-4,"['frais', 'vegetal_vert', 'vegetal']"
645-13-6,"['fleur_du_jardin', 'vegetal', 'aldehyde', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'gras']"
645-56-7,['chimique']
646-07-1,"['lactique', 'fermentaire']"
656-53-1,"['animal', 'empyreumatique', 'malte', 'mineral', 'metal', 'poulailler', 'cereale', 'cuit']"
659-70-1,"['fruit_a_pepins', 'sucre_cuit', 'fruit_cuit', 'empyreumatique', 'vegetal', 'frais', 'vegetal_vert', 'cuit']"
673-22-3,"['boise', 'balsamique', 'doux']"
673-84-7,"['fruit_sec', 'oleagineux', 'fruite', 'aldehyde', 'vegetal', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras']"
675-09-2,"['vegetal_sec', 'terreux', 'sucre_cuit', 'legume', 'frais', 'racine', 'vegetal_vert', 'lactone', 'boise', 'bois', 'empyreumatique', 'vegetal', 'coumarine', 'cuit']"
688-82-4,"['lactique', 'gras']"
689-67-8,"['fruit_a_pepins', 'fleur_d_arbre', 'vegetal', 'fleur_d_arbuste', 'vegetal_vert', 'gras']"
689-89-4,"['vegetal_sec', 'terreux', 'fruit_sec', 'legume', 'balsamique', 'frais', 'racine', 'vegetal_vert', 'plante_aromatique', 'lactone', 'boise', 'anise', 'bois', 'vegetal', 'oleagineux', 'gras', 'coumarine']"
691-38-3,"['frais', 'vegetal_vert', 'vegetal']"
692-86-4,"['lactique', 'boise', 'chimique', 'boissons_alcoolisees', 'alcool_de_fut', 'vegetal', 'balsamique', 'aldehyde', 'frais', 'vegetal_vert']"
693-54-9,"['lactique', 'lactone', 'agrume', 'fruit_a_noyau', 'fruite']"
693-95-8,"['soufre', 'fruit_sec', 'empyreumatique', 'vegetal', 'fruite', 'oleagineux', 'frais', 'vegetal_vert', 'gras', 'cuit']"
695-06-7,"['vegetal_sec', 'lactique', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'floral', 'vegetal_vert', 'aldehyde_frais', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'aldehyde', 'gras']"
696-63-9,['empyreumatique']
697-82-5,['empyreumatique']
698-10-2,"['sucre_cuit', 'fruit_sec', 'torrefie', 'balsamique', 'frais', 'vegetal_vert', 'plante_aromatique', 'boise', 'anise', 'empyreumatique', 'fruit_a_coque_torrefie', 'oleagineux', 'vegetal', 'gras', 'cuit']"
698-27-1,"['doux', 'fruit_rouge', 'fruite']"
698-76-0,"['vegetal_sec', 'fruit_sec', 'balsamique', 'frais', 'vegetal_vert', 'boise', 'vegetal', 'oleagineux']"
698-87-3,"['fruit_exotique', 'fleur_d_arbuste', 'fruite']"
699-02-5,"['doux', 'vegetal', 'fleur_d_arbuste', 'frais', 'vegetal_vert', 'boise']"
699-10-5,"['alliace', 'vegetal', 'mineral', 'frais', 'metal', 'crucifere', 'vegetal_vert']"
699-17-2,"['doux', 'sucre_cuit', 'empyreumatique', 'cuit']"
699-22-9,"['frais', 'vegetal_vert', 'vegetal']"
700-82-3,"['vegetal_sec', 'doux', 'fruit_sec', 'balsamique', 'fruite', 'frais', 'lactone', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'gras']"
701-70-2,"['fleur_du_jardin', 'floral']"
705-73-7,"['frais', 'vegetal_vert', 'vegetal']"
705-86-2,"['vegetal_sec', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'boise', 'fruit_exotique', 'oleagineux', 'vegetal', 'coumarine']"
706-14-9,"['lactique', 'vegetal_sec', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'lactone', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'coumarine']"
707-29-9,"['vegetal_sec', 'chimique', 'vegetal', 'aldehyde', 'menthe', 'vegetal_vert', 'plante_aromatique', 'medicinal', 'aldehyde_frais', 'gras', 'phenole']"
710-04-3,"['lactique', 'vegetal_sec', 'doux', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'frais', 'vegetal_vert', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'coumarine']"
713-95-1,"['vegetal_sec', 'fruit_sec', 'fruit_a_noyau', 'balsamique', 'mineral', 'metal', 'lactone', 'boise', 'fruit_exotique', 'oleagineux', 'vegetal', 'coumarine']"
762-26-5,"['frais', 'vegetal_vert', 'chimique', 'gras', 'vegetal', 'fruite']"
762-29-8,"['lactique', 'chimique', 'boissons_alcoolisees', 'boisson_fermentee', 'fermentaire']"
764-39-6,"['fruit_a_pepins', 'agrume', 'legume', 'vegetal', 'fruite', 'frais', 'vegetal_vert']"
765-05-9,"['fleur_d_arbuste', 'floral']"
765-70-8,"['sucre_cuit', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'balsamique', 'malte', 'gras', 'cereale', 'cuit']"
765-87-7,"['sucre_cuit', 'fruit_sec', 'empyreumatique', 'oleagineux', 'fruite', 'balsamique', 'gras', 'cuit']"
766-92-7,"['viande_cuite', 'poulailler', 'animal', 'empyreumatique', 'cuit']"
770-27-4,"['boise', 'chimique', 'animal', 'medicinal', 'phenole']"
774-48-1,"['frais', 'vegetal_vert', 'doux', 'vegetal']"
774-55-0,"['fruit_a_pepins', 'musque', 'doux', 'animal', 'fleur_d_arbre', 'fruite', 'mielle']"
774-64-1,"['lactique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'plante_aromatique', 'aldehyde_frais', 'gras']"
818-57-5,"['frais', 'vegetal_vert', 'vegetal']"
821-55-6,"['vegetal_sec', 'fruit_sec', 'balsamique', 'vegetal_vert', 'lactone', 'aldehyde_frais', 'boise', 'fruit_exotique', 'vegetal', 'oleagineux', 'aldehyde', 'gras', 'coumarine', 'fermentaire']"
823-22-3,"['fruit_exotique', 'lactique', 'vegetal_sec', 'boise', 'doux', 'fruit_sec', 'vegetal', 'balsamique', 'oleagineux', 'frais', 'lactone', 'gras', 'coumarine']"
825-51-4,"['fleur_du_jardin', 'vegetal', 'frais', 'floral', 'vegetal_vert', 'plante_aromatique', 'fleur_d_arbuste']"
828-26-2,"['animal', 'agrume', 'empyreumatique', 'vegetal', 'frais', 'vegetal_vert', 'plante_aromatique', 'fruit_rouge', 'fruit_noir', 'cuit']"
868-57-5,"['fruit_a_pepins', 'chimique', 'fleur_du_jardin', 'vegetal', 'vegetal_vert', 'solvant']"
870-23-5,"['brule', 'empyreumatique', 'legume', 'vegetal', 'legumes_cuits', 'cuit']"
871-22-7,"['fleur_d_arbuste', 'frais', 'vegetal_vert', 'marin', 'vegetal']"
873-64-3,"['fruit_sec', 'empyreumatique', 'torrefie', 'oleagineux', 'fruite', 'malte', 'gras']"
874-66-8,"['chimique', 'vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'phenole']"
874-90-8,"['vegetal_sec', 'boise', 'vegetal', 'balsamique', 'fleur_d_arbuste', 'frais', 'lactone']"
880-36-4,"['vegetal', 'aldehyde', 'frais', 'vegetal_vert', 'aldehyde_frais', 'gras', 'fermentaire']"
881-68-5,"['lactique', 'legume', 'vegetal', 'fleur_d_arbuste', 'floral', 'boise', 'legume_vert']"
