smiles,new_descriptors_added
CC(C)=CCCC(C)CC=O,"['vegetal', 'bush flower', 'fruity', 'green vegetal', 'citrus', 'fatty']"
O=C(OC1CCCCC1)c1ccccc1,"['woody', 'sweet']"
C=CCSSSSCC=C,"['vegetable', 'vegetal', 'sulphur', 'empyreumatic']"
CCCCCOC(=O)C(C)C,"['lactone', 'stone fruit', 'dairy', 'fruit with pip', 'tropical fruit', 'fatty']"
Cc1sccc1S,"['phenolic', 'cooked', 'chemical', 'empyreumatic']"
CSc1nccnc1C,"['cooked', 'vegetal', 'oleaginous', 'empyreumatic', 'sweet', 'fruity', 'dried fruit', 'fatty']"
COc1cc(C)cc(O)c1,"['vegetal', 'dry vegetal']"
OCCCCc1ccccc1,"['honeyed', 'bush flower']"
C=CCCN=C=S,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous', 'green vegetal', 'fresh']"
Cc1nccs1,"['vegetal', 'green vegetal', 'fresh']"
CCSSSCC,"['vegetable', 'vegetal', 'sulphur']"
CCCCCC(OCC)OCC,"['garden flower', 'balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'alcoholic beverages', 'sweet', 'green vegetal', 'woody', 'fruit with pip']"
CCCCCCCCSC,"['vegetable', 'vegetal', 'fresh', 'sulphur', 'empyreumatic', 'green vegetal', 'alliaceous']"
Cc1ccccc1SSc1ccccc1C,"['cooked', 'empyreumatic']"
CSCCCN,"['dairy', 'vegetal', 'fermented', 'amine']"
O=CCS,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'cruciferous']"
Cc1cnc(C)s1,"['vegetable', 'cooked', 'vegetal', 'fresh', 'sulphur', 'oleaginous', 'empyreumatic', 'fruity', 'cruciferous', 'green vegetal', 'dried fruit', 'fatty']"
C=Cc1cnccn1,"['vegetal', 'fatty', 'oleaginous', 'empyreumatic', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CC(C)SSC(C)C,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'fruity', 'cruciferous']"
CCCCCCN=C=S,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous', 'green vegetal', 'fresh']"
SCCc1ccccc1,"['fruity', 'empyreumatic']"
CSCCCCN=C=S,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous']"
CCOC(=O)CSC,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous', 'green vegetal', 'fresh', 'alliaceous']"
CCCc1cccnc1,"['vegetal', 'fermented', 'green vegetal', 'fresh', 'empyreumatic']"
CCCCCCOC,"['bush flower', 'vegetal', 'fresh', 'green vegetal', 'fruit with pip', 'tropical fruit']"
CCCCc1ccccn1,"['vegetal', 'green vegetal', 'fresh']"
C=C(C)CCOC(C)=O,"['vegetal', 'green vegetal', 'fresh']"
CSCCO,"['vegetal', 'cooked', 'empyreumatic']"
CCCCC(=O)OC1CC(C)CCC1C(C)C,['woody']
CC1=C(O)C(=O)C(C(C)C)CC1,"['chemical', 'vegetal', 'mint', 'berry', 'fruity', 'black fruit', 'green vegetal', 'medicinal', 'fresh']"
CC(C)CCN=C=S,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous', 'green vegetal', 'fresh']"
Cc1cscc1C,"['empyreumatic', 'vegetal', 'vegetable', 'sulphur', 'alliaceous']"
CCCCOC(C)OCCCC,"['balsamic', 'chemical', 'bush flower', 'barrel aged alcohol', 'vegetal', 'sweet', 'green vegetal', 'medicinal', 'fruit with pip', 'fresh', 'solvent', 'alcoholic beverages', 'fermented drink', 'fermented', 'phenolic', 'woody']"
SCCCCS,"['cooked', 'empyreumatic']"
CC1(C)COC(C)(c2ccccc2)OC1,"['floral', 'vegetal', 'chemical', 'mint', 'phenolic', 'wood', 'green vegetal', 'fresh', 'medicinal']"
C=CCCCCCCCCC(=O)OCC(C)C,"['floral', 'chemical', 'sweet', 'fermented drink', 'alcoholic beverages', 'dairy', 'fermented']"
CCCCCCCCCCOC=O,"['tree flower', 'honeyed', 'sweet']"
CCCCCCCOC(=O)CCCC,"['floral', 'chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fruit with pip', 'fatty']"
CCCCC(=O)OCCCc1ccccc1,"['red berry', 'woody']"
CCCCCCC(=O)OCCc1ccccc1,"['bush flower', 'chemical', 'lactone', 'stone fruit', 'alcoholic beverages', 'fermented drink', 'fermented', 'fruity', 'citrus', 'fatty']"
CCCCCCCC(=O)OCC(C)C,"['chemical', 'vegetal', 'fresh', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal']"
COc1ccc(CC=O)cc1,"['vegetal', 'green vegetal', 'fresh']"
CSSSSC,"['vegetable', 'vegetal', 'sulphur', 'empyreumatic', 'alliaceous']"
CCCCCC(C)OC(C)=O,"['vegetal', 'peponide', 'fresh', 'green vegetal', 'fruit with pip', 'tropical fruit']"
CSC(=O)c1ccccc1,"['vegetal', 'sulphur', 'dairy', 'cruciferous', 'alliaceous']"
CC(C)SSSC(C)C,"['vegetable', 'vegetal', 'sulphur', 'green vegetal', 'fresh']"
CC(=O)OC1CCCCCCCCCCC1,"['mineral', 'vegetal', 'metal', 'empyreumatic', 'phenolic', 'green vegetal', 'smoked', 'fresh']"
CCCCCCCCCCCCOC(=O)CC,"['floral', 'chemical', 'animal', 'alcoholic beverages', 'fermented drink', 'fermented', 'fatty']"
CCCCCC(=O)OC1CCCCC1,"['mineral', 'floral', 'chemical', 'metal', 'alcoholic beverages', 'fermented drink', 'fermented', 'tropical fruit']"
SCc1cccs1,"['cooked', 'amine', 'empyreumatic']"
CC(C)C(=O)OCc1ccco1,"['empyreumatic', 'roasted']"
CCOCc1ccco1,"['dairy', 'chemical', 'fresh', 'fatty', 'solvent']"
CCOC(Cc1ccccc1)OCC,"['garden flower', 'vegetal', 'green vegetal']"
C=CCOC(=O)CCCC,"['floral', 'chemical', 'alcoholic beverages', 'fermented drink', 'fruit with pip', 'tropical fruit']"
COc1cc(C(C)C)ccc1C,"['fruity', 'vegetal', 'fresh', 'citrus', 'green vegetal']"
CCOC(=O)CC1(C)OCCO1,"['vegetal', 'stone fruit', 'phenolic', 'wood', 'green vegetal', 'resinous', 'fruit with pip', 'fresh']"
CCCCCCCCC(=O)OCc1ccccc1,"['chemical', 'alcoholic beverages', 'fermented drink', 'fermented', 'woody']"
CCCCCCCCC(=O)OCCC,"['floral', 'chemical', 'peponide', 'alcoholic beverages', 'fermented drink']"
CCCCCCCCC(=O)OCCCCCC,"['balsamic', 'chemical', 'barrel aged alcohol', 'vegetal', 'sweet', 'oleaginous', 'green vegetal', 'dried fruit', 'fresh', 'fatty', 'alcoholic beverages', 'fermented drink', 'fermented', 'woody']"
COc1ccc(C)cc1C,"['fruity', 'dried fruit', 'fatty', 'oleaginous']"
C=C(C)CCCC(C)CCO,"['mineral', 'bush flower', 'metal', 'citrus']"
CC(=O)CCC(=O)OCc1ccccc1,"['cooked', 'cooked sugar', 'empyreumatic']"
CCCCCCCOC(=O)CCCCC,"['vegetal', 'green vegetal', 'fresh', 'fatty']"
CCOC(=O)c1ccccc1OC,"['red berry', 'fruit with pip']"
CCCCCCCC=CC(=O)OC,"['earthy', 'vegetal', 'aldehydic', 'musty', 'fermented', 'green vegetal', 'woody', 'fruit with pip']"
CC(=O)CC(C)(C)c1ccccc1,"['vegetal', 'honeyed', 'green vegetal', 'fresh']"
CCCCC(=O)OCCc1ccccc1,"['bush flower', 'vegetal', 'dry vegetal', 'green vegetal', 'fruit with pip', 'tropical fruit']"
Sc1ccsc1,"['vegetal', 'alliaceous', 'vegetable', 'sulphur', 'empyreumatic']"
CC12CCC(C1)C(C)(C)C2=O,"['vegetal', 'chemical', 'mint', 'phenolic', 'wood', 'green vegetal', 'resinous', 'medicinal']"
COC(=O)c1ccccc1N(C)C,"['vegetal', 'fruit with pip', 'citrus', 'green vegetal']"
O=C(CCO)OCCc1ccccc1,"['chemical', 'bush flower', 'fresh', 'solvent']"
CC(=O)OC(CC(C)C)CC(C)C,"['garden flower', 'fruity', 'bush flower', 'tropical fruit']"
CCCCCCCC(=O)OCc1ccccc1,"['lactone', 'stone fruit', 'tropical fruit']"
CCCCC(=O)OCc1ccccc1,"['vegetal', 'dry vegetal', 'fruit with pip', 'animal']"
CCCCCCCCCC(=O)OCCCCCC,"['floral', 'chemical', 'vegetal', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal']"
CCCCOc1ccc2ccccc2c1,['red berry']
CC(C)CCOC(C)OCCC(C)C,"['chemical', 'vegetal', 'solvent', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CC(C)CCCC(C)(C)O,"['garden flower', 'fruity', 'bush flower', 'citrus']"
CCOC(OCC)c1ccco1,"['fermented', 'woody', 'musty', 'empyreumatic']"
CC(=O)c1sccc1C,"['oleaginous', 'fruity', 'honeyed', 'dried fruit', 'fatty']"
CC(=O)c1ccc(C)s1,"['garden flower', 'balsamic', 'floral', 'vegetal', 'lactone', 'empyreumatic', 'oleaginous', 'dry vegetal', 'fruity', 'cooked sugar', 'dried fruit', 'fatty', 'fresh', 'red berry', 'cooked', 'cherry', 'honeyed', 'woody']"
CCCC=CC(=O)CC,"['earthy', 'balsamic', 'vegetal', 'lactone', 'musty', 'oleaginous', 'sweet', 'dry vegetal', 'dried fruit', 'fatty', 'tropical fruit', 'coumarin', 'fermented', 'woody']"
CSSc1ccccc1,"['earthy', 'vegetal', 'root', 'sulphur', 'cruciferous', 'alliaceous']"
CCCC(=O)Oc1ccc(C)cc1,['chemical']
CCCCCCCCCCCC(OC)OC,"['vegetal', 'peponide', 'fruity', 'green vegetal', 'fruit with pip', 'citrus']"
CC(C)=CCc1occc1C,"['cooked', 'vegetal', 'sweet', 'empyreumatic', 'green vegetal', 'fruity', 'citrus', 'cooked sugar', 'fresh']"
CCc1nccs1,"['vegetal', 'fresh', 'oleaginous', 'fruity', 'green vegetal', 'dried fruit', 'fatty']"
CCc1cnc(CC)s1,"['cooked', 'vegetal', 'fatty', 'oleaginous', 'empyreumatic', 'fermented', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CCCc1nccnc1C,"['malt', 'roasted', 'oleaginous', 'empyreumatic', 'fermented', 'fruity', 'dried fruit', 'fatty']"
CSCCCOC(C)=O,"['earthy', 'vegetable', 'vegetal', 'musty', 'sulphur', 'dairy', 'fermented', 'cruciferous', 'green vegetal', 'woody', 'fresh']"
CCCC(=O)OCCCSC,"['earthy', 'musty', 'dairy', 'fermented', 'woody']"
CCOC(CCSC)OCC,"['vegetable', 'vegetal', 'sulphur', 'dairy', 'fermented', 'cruciferous']"
COC(=O)CSC,"['vegetal', 'oleaginous', 'empyreumatic', 'dairy', 'fermented', 'dried fruit', 'fatty']"
CC1=CC(=O)C(C)O1,"['cooked', 'empyreumatic', 'dairy', 'cooked sugar', 'fatty']"
COC(C)(C)C1CC=C(C)CC1,"['vegetal', 'fresh', 'sweet', 'tree flower', 'fruity', 'honeyed', 'aromatic plant', 'green vegetal', 'citrus']"
CCC1(C)CC(=O)C(C)=C(C)C1C,"['cooked', 'sweet', 'empyreumatic', 'dairy', 'oleaginous', 'cooked sugar', 'dried fruit', 'fatty']"
CCC(=O)OC1CC2CC1C1CC=CC21,"['floral', 'bush flower', 'fatty']"
CC1C(=O)C2CC1C(C)(C)C2,"['vegetal', 'chemical', 'mint', 'phenolic', 'wood', 'green vegetal', 'resinous', 'fresh', 'medicinal']"
CC(C)CC1OCC(C)O1,"['roasted', 'balsamic', 'barrel aged alcohol', 'chemical', 'fatty', 'solvent', 'alcoholic beverages', 'empyreumatic', 'woody', 'fresh']"
CCC(C)(O)CCC=C(C)C,"['bush flower', 'fresh', 'fruity', 'citrus']"
CCC(C)CCCC(C)(C)O,"['garden flower', 'bush flower', 'fruity', 'citrus']"
CCCCCC1COCCC1OC(C)=O,"['earthy', 'bush flower', 'vegetal', 'fresh', 'musty', 'dry vegetal', 'fermented', 'green vegetal', 'woody', 'fatty']"
CC(C)CCOC(=O)C(C)O,"['floral', 'chemical', 'cooked', 'alcoholic beverages', 'fermented drink', 'dairy', 'sweet', 'empyreumatic', 'fermented', 'oleaginous', 'cooked sugar', 'dried fruit', 'fatty']"
CCCc1nccs1,"['vegetal', 'fatty', 'oleaginous', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
C=CCCCN=C=S,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous', 'green vegetal', 'fresh']"
CCCc1cnccn1,"['vegetal', 'fatty', 'oleaginous', 'empyreumatic', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CCCCC(=O)OC(C)C,"['floral', 'chemical', 'solvent', 'sweet', 'fermented drink', 'alcoholic beverages', 'fermented', 'fruit with pip', 'tropical fruit', 'fresh']"
CCCCCCCC=CCO,"['balsamic', 'barrel aged alcohol', 'bush flower', 'chemical', 'alcoholic beverages', 'sweet', 'fruity', 'woody', 'citrus']"
CCSCCCO,['vegetal']
CCCCCCc1cccs1,"['earthy', 'mineral', 'cooked', 'vegetal', 'metal', 'sulphur', 'musty', 'empyreumatic', 'fermented', 'green vegetal', 'woody', 'fresh']"
CCCCCCCCC(OC)OC,"['vegetal', 'peponide', 'green vegetal', 'fruity', 'citrus']"
CC(=O)OC(C)CCC=C(C)C,"['vegetal', 'green vegetal', 'fresh']"
CC(=O)CC(C)(C)S,"['cooked', 'vegetal', 'green vegetal', 'empyreumatic', 'berry', 'black fruit', 'fresh']"
CCCCCCOC(=O)CC,"['vegetal', 'fruit with pip', 'fresh', 'green vegetal']"
CCCCCC(CC)OC(=O)CCC,"['vegetal', 'fermented', 'citrus', 'fresh', 'green vegetal']"
CCCC(CC(=O)OC)OC(C)=O,"['vegetal', 'green vegetal', 'fresh']"
CCCC(CC(=O)OCC)OC(C)=O,"['vegetal', 'green vegetal', 'fresh']"
CCCCCC1C=CC(=O)O1,"['balsamic', 'vegetal', 'lactone', 'sweet', 'oleaginous', 'dry vegetal', 'dried fruit', 'tropical fruit', 'fresh', 'woody']"
C=CC(O)CCCCCC,"['mineral', 'vegetal', 'metal', 'fresh', 'musty', 'dairy', 'fermented', 'green vegetal', 'woody', 'fatty']"
CSC(=O)CC(C)C,"['earthy', 'vegetal', 'musty', 'woody']"
CCCCCC(O)CCO,['fermented']
CC1(S)CCC2CC1C2(C)C,"['vegetal', 'green vegetal', 'fresh']"
CC(=O)C1CCCC(C)(C)C1,"['vegetal', 'chemical', 'mint', 'phenolic', 'wood', 'green vegetal', 'resinous', 'fresh', 'medicinal']"
C=C(C)C1CCC2(C)OC2C1,"['vegetal', 'citrus', 'green vegetal']"
CC1(C)C2CC3OC3(C)C1C2,"['vegetal', 'phenolic', 'wood', 'green vegetal', 'woody', 'resinous']"
CC(C)(O)CCCC1=CCC(C=O)CC1,"['vegetal', 'garden flower', 'fatty', 'green vegetal']"
CCCCCCCOC(=O)CC(C)C,"['vegetal', 'green vegetal', 'fresh']"
CC(C)CCOCCc1ccccc1,"['garden flower', 'mineral', 'floral', 'vegetal', 'metal', 'fruity', 'green vegetal']"
CCC=CC=CC=CC=O,"['vegetable', 'fresh aldehydic', 'vegetal', 'fresh', 'peponide', 'fruity', 'green vegetal', 'cucurbitacea']"
C=CC1(C)CCC(C(C)(C)O)CC1C(=C)C,"['bush flower', 'vegetal', 'green vegetal', 'fruity', 'citrus', 'fresh']"
CC(C)COC(=O)C(C)O,"['dairy', 'cooked', 'cooked sugar', 'fatty', 'sweet', 'empyreumatic']"
CCCOC(=O)C(C)O,"['cooked', 'floral', 'chemical', 'fermented drink', 'empyreumatic', 'alcoholic beverages', 'dairy', 'fermented', 'cooked sugar']"
CC1(C)C2CCC3(CO3)C1C2,"['floral', 'bush flower', 'chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
C=C1CCC23C(C)CCC(C(C)C)C2C13,"['earthy', 'vegetable', 'vegetal', 'root', 'fresh', 'sulphur', 'cruciferous', 'green vegetal', 'citrus']"
CCC1=C(O)C(=O)C(C)O1,"['cooked', 'cooked sugar', 'empyreumatic']"
CC(C)=CCCC1=CCC(C=O)CC1,"['vegetal', 'fruity', 'chemical', 'citrus', 'fatty', 'green vegetal']"
CSCSSC,"['vegetable', 'vegetal', 'sulphur', 'empyreumatic', 'cruciferous', 'alliaceous']"
CC1=CC(C)C(C=O)CC1,"['vegetal', 'fatty', 'green vegetal', 'fruity', 'citrus', 'fresh']"
C=CCc1ccc(OCc2ccccc2)c(OC)c1,"['dry vegetal', 'vegetal', 'woody', 'sweet']"
C=CCOC(=O)CCCCCCCCC,"['floral', 'chemical', 'alcoholic beverages', 'fermented drink', 'fermented', 'tropical fruit']"
CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2,"['vegetal', 'green vegetal', 'dry vegetal', 'citrus', 'fresh']"
Cc1ccc(C2OCC(C)O2)cc1,"['red berry', 'cherry', 'sweet']"
CC1CCC2C1C1C(CCC2(C)O)C1(C)C,"['bush flower', 'vegetal', 'fatty', 'green vegetal', 'fresh']"
CCCCCCCC=CC(=O)O,"['vegetal', 'fresh', 'stone fruit', 'green vegetal', 'citrus']"
CCCCC(CC)COC(=O)c1ccccc1,"['chemical', 'woody', 'fresh', 'sweet', 'solvent']"
CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'alcoholic beverages', 'sweet', 'woody']"
CC1=C2CCC(C)CC2OC1=O,"['balsamic', 'floral', 'vegetal', 'oleaginous', 'dairy', 'dry vegetal', 'fruity', 'dried fruit', 'fatty', 'tropical fruit', 'fresh', 'woody']"
C=C(C)C1CCC(C)CC1OC(C)=O,"['chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'fresh']"
CCCCCCC1OC(C)C(C)O1,"['vegetal', 'green vegetal', 'fresh']"
CCCOC(=O)c1ccccc1N,"['chemical', 'sweet', 'fermented drink', 'alcoholic beverages', 'tree flower', 'fermented', 'fruity', 'honeyed', 'fruit with pip', 'citrus']"
COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,"['dairy', 'balsamic', 'woody', 'sweet']"
CC1CC(C)(C)OC(Cc2ccccc2)O1,"['garden flower', 'vegetal', 'sweet', 'green vegetal', 'woody', 'fresh']"
CCOC(=O)CC1(C)OCC(C)O1,"['red berry', 'fruit with pip']"
O=C(Cc1ccccc1)OCC1CCCO1,"['malt', 'roasted', 'cocoa', 'empyreumatic', 'honeyed']"
CCCCCCCCCC1OCC(C)O1,"['vegetal', 'citrus', 'fresh', 'green vegetal']"
CCCCC(CC)COC(=O)CC,"['floral', 'chemical', 'alcoholic beverages', 'fermented drink', 'fermented', 'fruit with pip']"
CCCCC(C(C)=O)C(=O)OCC,"['chemical', 'vegetal', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fresh']"
CC(=O)CCCC(C)CCCC(C)C,"['dry vegetal', 'fermented', 'vegetal']"
CCCCOC(=O)C(C)CCC,"['garden flower', 'bush flower']"
CCCCCCCCC1OCC(C)O1,"['vegetal', 'citrus', 'green vegetal']"
Cc1ccc(CC(C)C=O)cc1,"['red berry', 'vegetal', 'peponide', 'fatty', 'cherry', 'green vegetal', 'citrus']"
CC1=CCC(C)C(C=O)C1,"['vegetal', 'fatty', 'green vegetal', 'fruity', 'citrus', 'fresh']"
CCCCCOC(=O)CC(C)C,"['malt', 'roasted', 'cocoa', 'sweet', 'empyreumatic', 'fruit with pip', 'tropical fruit']"
O=C(Cc1ccccc1)OC1CCCCC1,"['honeyed', 'bush flower']"
CCCCCC1OC(=O)CC1C,"['mineral', 'balsamic', 'vegetal', 'metal', 'oleaginous', 'sweet', 'dairy', 'dry vegetal', 'fruity', 'dried fruit', 'fresh', 'fatty', 'tropical fruit', 'coumarin', 'stone fruit', 'woody']"
CCCCCCC=CC(=O)O,"['vegetal', 'green vegetal', 'fresh']"
CC(c1ccccc1)C1OCCO1,"['vegetal', 'musty', 'fermented', 'green vegetal', 'woody', 'fresh']"
CCC(C)COC(=O)C(C)C,"['chemical', 'fresh', 'solvent']"
CCOC(C)OC(C)=O,"['floral', 'chemical', 'vegetal', 'peponide', 'solvent', 'alcoholic beverages', 'fermented drink', 'green vegetal', 'fermented', 'citrus']"
CC(O)C(=O)OCc1ccccc1,"['cooked', 'cooked sugar', 'empyreumatic']"
COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,"['garden flower', 'tree flower', 'honeyed', 'fruity', 'citrus']"
CC(C)=CCCC(C)CCCC(C)C=O,"['garden flower', 'bush flower', 'chemical', 'vegetal', 'green vegetal', 'fatty']"
CC1COC(C(C)C)O1,"['roasted', 'floral', 'chemical', 'vegetal', 'solvent', 'alcoholic beverages', 'empyreumatic', 'fermented drink', 'green vegetal', 'fresh']"
CC(=O)OC1CC2CC1C1C=CCC21,"['vegetal', 'green vegetal', 'fresh']"
CCCCCOC(=O)Cc1ccccc1,"['malt', 'roasted', 'cocoa', 'vegetal', 'empyreumatic', 'dry vegetal', 'honeyed', 'woody', 'fruit with pip']"
C=CCSCCC,"['vegetable', 'vegetal', 'sulphur']"
O=C(c1ccccc1)C(O)O,"['floral', 'vegetal', 'oleaginous', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
C=C(C)C1CC(=O)C2(C)OC2C1,"['chemical', 'fresh', 'solvent']"
CCCOc1cncc(C)n1,"['vegetal', 'green vegetal', 'fresh']"
CCCCCOC(=O)c1ccccc1N,['fruit with pip']
CSCCC1OCC(C)O1,"['dairy', 'vegetal', 'vegetable', 'fermented', 'cooked', 'empyreumatic']"
O=COC1CCCCCCCCCCC1,"['chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'medicinal']"
CC(=O)OCc1ccc(C(C)C)cc1,"['lemony', 'citrus']"
Cc1cnc(SCc2ccco2)cn1,"['oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
CCCC1CCOC(C)S1,"['vegetable', 'vegetal', 'fresh', 'sulphur', 'green vegetal', 'berry', 'black fruit', 'alliaceous']"
CC(C)C(=O)OC(C)(C)Cc1ccccc1,"['berry', 'black fruit', 'bush flower']"
CC1(C)CCCC(C)(O)C1=O,"['dry vegetal', 'fruity', 'vegetal', 'citrus']"
CCCCCOC(=O)C(C)O,"['balsamic', 'cooked', 'barrel aged alcohol', 'chemical', 'sweet', 'empyreumatic', 'alcoholic beverages', 'dairy', 'woody', 'cooked sugar']"
O=C(OC1CCCCC1)c1ccccc1O,"['vegetal', 'green vegetal', 'woody', 'fresh']"
CCCCCCCCCC(OCC)OCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'lactone', 'oleaginous', 'sweet', 'dry vegetal', 'green vegetal', 'dried fruit', 'tropical fruit', 'coumarin', 'solvent', 'alcoholic beverages', 'woody', 'citrus']"
CCCCCCCC(OCC)OCC,"['vegetal', 'fresh', 'citrus', 'green vegetal']"
CCOC(=O)c1ccccc1NC,['fruit with pip']
CCOC(=O)C(C)(O)CC,"['cooked', 'oleaginous', 'sweet', 'empyreumatic', 'fruit with pip', 'cooked sugar', 'dried fruit', 'fatty']"
CC(=O)OCCC1=CCC2CC1C2(C)C,"['vegetal', 'bush flower', 'fresh', 'phenolic', 'wood', 'resinous', 'lemony', 'citrus']"
CC1(C)C2=CCCC(C)(C)C23CCC1C3,"['balsamic', 'sweet']"
CC(=O)CCCC(C)CCC=C(C)C,['bush flower']
C=C1C(O)CC2CC1C2(C)C,"['vegetal', 'chemical', 'mint', 'phenolic', 'wood', 'green vegetal', 'resinous', 'medicinal']"
CCC(C)SC(=O)CC(C)C,"['dairy', 'vegetal', 'fermented', 'fresh', 'green vegetal']"
CCC(=O)OCC(C)CC,"['balsamic', 'barrel aged alcohol', 'chemical', 'peponide', 'solvent', 'alcoholic beverages', 'woody', 'fruit with pip', 'fresh']"
CCC(C)C(=O)OCC(C)C,"['peponide', 'citrus']"
CCC(=O)C(C)CC=C(C)C,['citrus']
CCOC(C)OCCc1ccccc1,"['garden flower', 'vegetal', 'green vegetal']"
CCCCCC(=O)OCC(C)CC,"['chemical', 'fresh', 'solvent', 'fruit with pip', 'tropical fruit']"
CCCCCC1C(=O)CCC1CC(=O)OC,"['vegetal', 'bush flower', 'fatty', 'green vegetal', 'fresh']"
CCCCC(CC)C(=O)OCC,"['garden flower', 'floral']"
CCC1CCCC(=O)O1,"['balsamic', 'vegetal', 'sweet', 'oleaginous', 'dry vegetal', 'fruity', 'green vegetal', 'dried fruit', 'fatty', 'tropical fruit', 'fresh', 'woody']"
CC1COC(C)O1,"['fresh aldehydic', 'chemical', 'aldehydic', 'vegetal', 'fatty', 'solvent', 'green vegetal', 'fresh']"
CC(c1ccccc1)N(C)C,['amine']
CCC(=O)OCCCCCCC(C)C,['bush flower']
CC1=CCCC(C)(C)C1C(C)CCC=O,"['vegetal', 'garden flower', 'dry vegetal', 'phenolic', 'floral']"
CCOCc1cnccn1,"['fatty', 'oleaginous', 'empyreumatic', 'sweet', 'fruity', 'dried fruit', 'tropical fruit']"
CCOC(=O)C1OC1c1ccc(C)cc1,"['red berry', 'bush flower']"
C=CC(C)CCCC(C)(C)OC(C)=O,"['bush flower', 'fresh', 'fruity', 'citrus']"
CCCCCCCCCCC(OC)OC,"['fruity', 'citrus', 'fatty']"
CCOc1cncc(C)n1,"['fatty', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'tropical fruit']"
CCCCCCCCOCC=O,"['vegetal', 'fatty', 'green vegetal']"
Cc1nc(CC(C)C)sc1C,"['garden flower', 'floral', 'vegetal', 'bush flower', 'fresh', 'oleaginous', 'fruity', 'green vegetal', 'dried fruit', 'fatty']"
CCCc1nc(C)c(C)o1,"['mineral', 'metal', 'empyreumatic']"
CC(=O)c1ncc(C)nc1C,"['pyrazic', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
CCOCc1ccccc1OC,"['vegetal', 'bush flower', 'dry vegetal', 'green vegetal']"
CCc1ccc(CC(C)(C)C=O)cc1,"['garden flower', 'vegetal', 'chemical', 'fatty', 'green vegetal']"
CC(C)(C)C(=O)OCCc1ccccc1,"['garden flower', 'bush flower']"
CCC(=O)OC(C)(C)Cc1ccccc1,"['vegetal', 'dry vegetal', 'bush flower']"
CCCC(=O)Oc1c(C)occc1=O,"['red berry', 'cooked', 'empyreumatic', 'cooked sugar']"
CSc1nccnc1C(C)C,"['vegetal', 'cooked', 'fresh', 'green vegetal', 'empyreumatic']"
CSSC(C)(C)C=O,"['malt', 'roasted', 'vegetal', 'sweet', 'empyreumatic', 'dry vegetal']"
CC(C)CCOC(=O)CC(S)C(=O)OCCC(C)C,"['empyreumatic', 'roasted']"
CC(CCOC=O)CC(C)(C)C,"['vegetal', 'green vegetal', 'fresh']"
C=CCOC(=O)COCCC(C)C,"['vegetal', 'fruit with pip', 'tropical fruit', 'fresh', 'green vegetal']"
CCCCCCC1OC(=O)CC1C,"['bush flower', 'fresh', 'stone fruit', 'vegetal', 'dairy', 'green vegetal', 'fatty']"
COC(OC)C(C)(C)CC=C(C)C,"['garden flower', 'floral', 'vegetal', 'aldehydic', 'fatty', 'fruity', 'green vegetal', 'citrus']"
CC(=O)OC1CC(C)CC(C)(C)C1,"['vegetal', 'bush flower', 'chemical', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCC1(O)C2(C)CCC(C2)C1(C)C,"['chemical', 'vegetal', 'mint', 'fermented', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CCCCCOC(=O)C(C)CC,['fruit with pip']
