smiles,new_descriptors_added
CC(C)c1ccc(CCC=O)cc1,"['vegetal', 'green vegetal', 'garden flower', 'peponide']"
CC(C)CC(O)Cc1ccccc1,"['green vegetal', 'fresh', 'aromatic plant', 'dairy', 'vegetal']"
CC(C)Cc1nccs1,"['fermented', 'vegetal', 'mineral', 'metal', 'green vegetal', 'fresh']"
CCC1=C(O)C(=O)CC1,"['empyreumatic', 'cooked', 'cooked sugar', 'balsamic', 'chemical', 'alcoholic beverages', 'barrel aged alcohol', 'woody']"
CC1=C(O)C(=O)OC1C,"['empyreumatic', 'cooked', 'cooked sugar']"
CCCCOC(C)OCCc1ccccc1,"['green vegetal', 'fresh', 'vegetal']"
C=C(C)c1cnccn1,"['oleaginous', 'empyreumatic', 'fruity', 'cooked', 'dairy', 'dried fruit', 'cocoa', 'fatty', 'malt', 'milky', 'cooked sugar', 'sweet']"
CCCCC1OC(=O)CC1C,"['green vegetal', 'aromatic plant', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'chemical', 'phenolic', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'tropical fruit', 'medicinal']"
CCCCCCCCOC(=O)c1ccco1,"['fermented', 'musty', 'dairy', 'vegetal', 'mineral', 'metal', 'green vegetal', 'fresh', 'woody']"
CCCC(C)C(=O)OCC,"['vegetal', 'fruit with pip', 'green vegetal', 'tropical fruit', 'peponide']"
COC(=O)C(O)CC(C)C,"['fermented', 'floral', 'fermented drink', 'chemical', 'alcoholic beverages']"
CC(C=O)CCc1ccccc1,['fermented']
CCC1CCC(CC)O1,"['empyreumatic', 'cooked', 'vegetal', 'chemical', 'green vegetal', 'fresh', 'aromatic plant', 'cooked sugar']"
CC(C=O)Cc1ccc2c(c1)OCO2,"['lemony', 'vegetal', 'citrus', 'chemical', 'green vegetal', 'fatty', 'garden flower', 'dry vegetal', 'peponide']"
CCC(=O)c1nccs1,"['empyreumatic', 'fruity', 'dried fruit', 'fatty', 'pyrazic', 'oleaginous']"
CC(=O)C1(C)CC=C(C)CC1,"['vegetal', 'green vegetal', 'aromatic plant']"
CCCC(CCO)SC,"['metal', 'green vegetal', 'fresh', 'vegetal', 'mineral']"
COC(=O)CCCSC,"['fermented', 'empyreumatic', 'cruciferous', 'vegetal', 'dried fruit', 'fatty', 'tropical fruit', 'sulphur', 'oleaginous']"
CCC1CC(C)=C(O)C1=O,"['sweet', 'empyreumatic', 'cooked', 'cooked sugar']"
CC1CCC2C(C)(C)C3CC12CCC3(C)O,"['wood', 'resinous', 'vegetal']"
C=CCSC,"['vegetable', 'vegetal', 'sulphur']"
CCCCC(=O)OCC(C)C,"['chemical', 'solvent', 'fresh', 'fruit with pip']"
CCOc1ccc2c(C)cc(=O)oc2c1,"['oleaginous', 'fruity', 'dried fruit', 'vegetal', 'balsamic', 'green vegetal', 'dry vegetal', 'aromatic plant', 'fresh', 'fatty', 'woody', 'sweet', 'lactone']"
CCC(=O)OC1=C(C)CCC1=O,"['oleaginous', 'empyreumatic', 'fruity', 'cooked', 'dairy', 'dried fruit', 'fatty', 'cooked sugar', 'sweet']"
Cc1ccc2c(c1)CCCN2,"['honeyed', 'phenolic', 'balsamic', 'woody']"
CCCCCCCCOC(=O)c1ccccc1,"['fatty', 'woody', 'sweet']"
CCCCCCC1=CCCC1=O,"['green vegetal', 'dry vegetal', 'aromatic plant', 'vegetal']"
CCCOC(C)OCCC,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'phenolic', 'solvent', 'alcoholic beverages', 'green vegetal', 'medicinal']"
CCCCCCC(=O)OCCC(C)C,"['fermented', 'fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'fermented drink', 'chemical', 'fruit with pip', 'alcoholic beverages', 'fatty', 'fresh', 'green vegetal', 'tropical fruit']"
CCOc1ccc(C=O)cc1OC,['balsamic']
Cc1cccc(OC(=O)Cc2ccccc2)c1,"['honeyed', 'sweet']"
CCCCC(=O)OCCC,"['fermented', 'floral', 'fermented drink', 'chemical', 'metal', 'solvent', 'fresh', 'alcoholic beverages', 'fruit with pip', 'mineral', 'tropical fruit']"
C1SSCSSS1,"['fermented', 'musty', 'woody', 'earthy']"
C=C(CCC=C(C)C)C1CC=C(C)CC1,['fruity']
C=CCc1ccc(O)cc1,"['chemical', 'empyreumatic', 'smoked']"
C=CC(C)(C)C(=O)C=C(C)C,"['fruity', 'vegetal', 'honeyed', 'green vegetal', 'fresh', 'aromatic plant', 'sweet']"
CC(=O)n1ccc2ccccc21,"['woody', 'sweet']"
COc1ccccc1C(C)=O,"['fermented', 'fruity', 'nutty', 'dried fruit', 'floral', 'chemical', 'bitter almond', 'fatty', 'fresh', 'oleaginous']"
CC(C)CN=C=S,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'green vegetal', 'fresh', 'root', 'earthy']"
CCCOC(=O)c1ccccc1O,"['vegetal', 'spicy', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'stone fruit', 'medicinal']"
COc1ccccc1CO,"['balsamic', 'fresh', 'woody']"
CCC(S)CC,"['sulphur', 'empyreumatic']"
CCCc1ccccn1,"['empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fresh', 'dry vegetal', 'oleaginous']"
CCCCCC(=O)CCCC(=O)O,"['fruity', 'dairy', 'stone fruit', 'lactone']"
CCCCCCCOC(=O)CCCCCC,"['fresh aldehydic', 'floral', 'vegetal', 'aldehydic', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages', 'fresh']"
CCCCCCCC(=O)OCCC,"['roasted', 'oleaginous', 'lactone', 'fermented', 'empyreumatic', 'floral', 'vegetal', 'coumarin', 'dried fruit', 'fermented drink', 'chemical', 'balsamic', 'dry vegetal', 'alcoholic beverages', 'fresh', 'tropical fruit', 'barrel aged alcohol', 'malt', 'woody', 'sweet']"
COC(=O)CCC(C)=O,"['empyreumatic', 'cooked', 'vegetal', 'green vegetal', 'fresh', 'cooked sugar', 'sweet']"
CCCCCN=C=S,"['sulphur', 'cruciferous', 'vegetal', 'green vegetal', 'fresh', 'root', 'earthy']"
OCc1cccs1,"['vegetable', 'empyreumatic', 'vegetal', 'chemical', 'solvent', 'fresh', 'sulphur']"
CC(C)c1ccccn1,"['green vegetal', 'fresh', 'vegetal']"
COc1ccc(C=O)c(O)c1,"['balsamic', 'woody']"
CCOC(OCC)c1ccccc1,"['fruity', 'nutty', 'dried fruit', 'vegetal', 'bitter almond', 'green vegetal', 'fresh', 'fatty', 'oleaginous']"
C=CCCCCO,"['chemical', 'solvent', 'fresh', 'green vegetal', 'vegetal']"
CCCCCCCCc1cccs1,"['fermented', 'fresh aldehydic', 'vegetal', 'aldehydic', 'green vegetal', 'fresh']"
CC(C)(C=O)Cc1ccccc1,"['chemical', 'green vegetal', 'fatty', 'vegetal']"
CCCCCCOC(=O)CCCC,"['animal', 'musky', 'vegetal', 'green vegetal', 'fatty', 'fresh', 'fruit with pip']"
CC(C)C(=O)OC1CCCCC1,"['fruit with pip', 'tropical fruit']"
CCCCCCc1ccccn1,"['fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fresh', 'oleaginous']"
CC(C)COC(Cc1ccccc1)OCC(C)C,"['roasted', 'honeyed', 'bitter almond', 'green vegetal', 'bush flower', 'oleaginous', 'empyreumatic', 'nutty', 'vegetal', 'dried fruit', 'fresh', 'fatty', 'garden flower', 'malt']"
CCc1ccc(OC)cc1,"['fruity', 'dried fruit', 'vegetal', 'dry vegetal', 'fresh', 'fatty', 'oleaginous']"
CSC(C)=O,"['fermented', 'empyreumatic', 'cruciferous', 'vegetal', 'pyrazic', 'sulphur']"
CCCCc1cccs1,"['dairy', 'empyreumatic']"
CCOc1ccc(C)cc1,['garden flower']
CCCCCOC(=O)c1ccco1,"['empyreumatic', 'cooked', 'floral', 'fermented drink', 'chemical', 'alcoholic beverages', 'fatty', 'fresh', 'cooked sugar']"
C=CCCCOC(C)=O,"['metal', 'green vegetal', 'fresh', 'empyreumatic', 'vegetal', 'mineral']"
CCCCCC(OC)OC,"['fermented', 'empyreumatic', 'fruity', 'vegetal', 'green vegetal', 'fresh', 'fruit with pip']"
CCC=C(C)C(=O)OCC,"['vegetal', 'chemical', 'balsamic', 'solvent', 'fresh', 'green vegetal', 'alcoholic beverages', 'tropical fruit', 'barrel aged alcohol', 'woody']"
COc1ccccn1,"['empyreumatic', 'vegetal', 'green vegetal', 'fresh', 'dry vegetal', 'smoked']"
CCOC1(OCC)CCCCC1,"['vegetal', 'chemical', 'balsamic', 'solvent', 'fresh', 'dry vegetal', 'alcoholic beverages', 'phenolic', 'barrel aged alcohol', 'sweet', 'medicinal']"
CCc1ccc(C)o1,"['chemical', 'solvent', 'empyreumatic', 'sulphur']"
Cc1ccc(Oc2ccccc2)cc1,"['vegetal', 'mineral', 'metal', 'green vegetal', 'bush flower', 'fresh']"
C=CCCC(=O)OCC,"['empyreumatic', 'cooked', 'vegetal', 'sweet', 'chemical', 'solvent', 'fresh', 'green vegetal', 'cooked sugar']"
CCCCC(=O)OCCC(C)C,"['vegetal', 'green vegetal', 'fresh', 'fruit with pip', 'tropical fruit', 'stone fruit', 'lactone']"
CC(C)CCSSCCC(C)C,"['vegetal', 'green vegetal', 'fresh', 'sulphur']"
O=CCOc1ccccc1,"['animal', 'vegetal', 'chemical', 'phenolic', 'green vegetal', 'fatty', 'garden flower']"
COc1ccc(C(OC)OC)cc1,"['vegetal', 'green vegetal', 'fresh', 'bush flower', 'garden flower']"
CC(=O)OCc1ccc(C)cc1,"['vegetal', 'red berry', 'green vegetal', 'bush flower', 'fresh', 'garden flower']"
CC(C)N=C=S,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'root', 'earthy']"
CCCCCCCCCC(=O)OCCC(C)C,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'balsamic', 'green vegetal', 'alcoholic beverages', 'fatty', 'fresh', 'tropical fruit', 'barrel aged alcohol', 'woody']"
CC(C)=CCCC(C)CC=O,"['fruity', 'lemony', 'vegetal', 'green vegetal', 'fatty', 'bush flower']"
O=C(OC1CCCCC1)c1ccccc1,"['woody', 'sweet']"
C=CCSSSSCC=C,"['vegetable', 'empyreumatic', 'vegetal', 'sulphur']"
CCCCCOC(=O)C(C)C,"['dairy', 'fruit with pip', 'fatty', 'tropical fruit', 'stone fruit', 'lactone']"
Cc1sccc1S,"['chemical', 'phenolic', 'empyreumatic']"
CSc1nccnc1C,"['empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'sweet', 'bitter almond', 'fatty', 'oleaginous']"
COc1cc(C)cc(O)c1,"['vegetal', 'dry vegetal']"
OCCCCc1ccccc1,"['honeyed', 'bush flower']"
C=CCCN=C=S,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'green vegetal', 'fresh', 'root', 'earthy']"
Cc1nccs1,"['green vegetal', 'fresh', 'vegetal']"
CCSSSCC,"['vegetable', 'vegetal', 'sulphur']"
CCCCCC(OCC)OCC,"['vegetal', 'balsamic', 'chemical', 'fruit with pip', 'alcoholic beverages', 'green vegetal', 'garden flower', 'barrel aged alcohol', 'woody', 'sweet']"
CCCCCCCCSC,"['vegetable', 'empyreumatic', 'vegetal', 'alliaceous', 'green vegetal', 'fresh', 'tropical fruit', 'sulphur']"
Cc1ccccc1SSc1ccccc1C,['empyreumatic']
CSCCCN,"['fermented', 'dairy', 'vegetal']"
O=CCS,"['vegetable', 'cruciferous', 'sulphur', 'vegetal']"
Cc1cnc(C)s1,"['vegetable', 'empyreumatic', 'fruity', 'cruciferous', 'dried fruit', 'vegetal', 'green vegetal', 'fresh', 'fatty', 'sulphur', 'oleaginous']"
C=Cc1cnccn1,"['fruity', 'empyreumatic', 'dried fruit', 'vegetal', 'green vegetal', 'fatty', 'fresh', 'oleaginous']"
CC(C)SSC(C)C,"['vegetable', 'empyreumatic', 'cruciferous', 'vegetal', 'sulphur']"
CCCCCCN=C=S,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'green vegetal', 'fresh', 'root', 'earthy']"
SCCc1ccccc1,['empyreumatic']
CSCCCCN=C=S,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'root', 'earthy']"
CCOC(=O)CSC,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'alliaceous', 'green vegetal', 'fresh', 'root', 'earthy']"
CCCc1cccnc1,"['green vegetal', 'fresh', 'fermented', 'empyreumatic', 'vegetal']"
CCCCCCOC,"['vegetal', 'fruit with pip', 'green vegetal', 'fresh', 'bush flower', 'tropical fruit']"
CCCCc1ccccn1,"['green vegetal', 'fresh', 'vegetal']"
C=C(C)CCOC(C)=O,"['green vegetal', 'fresh', 'tropical fruit', 'vegetal']"
CSCCO,['vegetal']
CCCCC(=O)OC1CC(C)CCC1C(C)C,"['vegetal', 'green vegetal', 'fresh', 'aromatic plant', 'woody']"
CC1=C(O)C(=O)C(C(C)C)CC1,"['fruity', 'vegetal', 'berry', 'chemical', 'green vegetal', 'fresh', 'aromatic plant', 'medicinal', 'black fruit']"
CC(C)CCN=C=S,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'green vegetal', 'fresh', 'root', 'earthy']"
Cc1cscc1C,"['alliaceous', 'vegetable', 'empyreumatic', 'sulphur', 'vegetal']"
CCCCOC(C)OCCCC,"['green vegetal', 'bush flower', 'solvent', 'fermented', 'vegetal', 'fermented drink', 'chemical', 'balsamic', 'fruit with pip', 'alcoholic beverages', 'fresh', 'phenolic', 'barrel aged alcohol', 'woody', 'sweet', 'medicinal']"
SCCCCS,['empyreumatic']
CC1(C)COC(C)(c2ccccc2)OC1,"['wood', 'floral', 'vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'bush flower', 'medicinal']"
C=CCCCCCCCCC(=O)OCC(C)C,"['fermented', 'floral', 'dairy', 'fermented drink', 'chemical', 'alcoholic beverages', 'sweet']"
CCCCCCCCCCOC=O,"['honeyed', 'sweet']"
CCCCCCCOC(=O)CCCC,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages', 'fatty', 'fresh', 'fruit with pip']"
CCCCC(=O)OCCCc1ccccc1,"['red berry', 'woody']"
CCCCCCC(=O)OCCc1ccccc1,"['fermented', 'fruity', 'fermented drink', 'chemical', 'alcoholic beverages', 'fatty', 'bush flower', 'stone fruit', 'lactone']"
CCCCCCCC(=O)OCC(C)C,"['fermented', 'vegetal', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages', 'fresh']"
COc1ccc(CC=O)cc1,"['green vegetal', 'fresh', 'bush flower', 'vegetal']"
CSSSSC,"['vegetable', 'empyreumatic', 'vegetal', 'alliaceous', 'sulphur']"
CCCCCC(C)OC(C)=O,"['vegetal', 'fruit with pip', 'green vegetal', 'fresh', 'tropical fruit', 'peponide']"
CSC(=O)c1ccccc1,"['cruciferous', 'dairy', 'vegetal', 'alliaceous', 'sulphur']"
CC(C)SSSC(C)C,"['vegetable', 'vegetal', 'green vegetal', 'fresh', 'sulphur']"
CC(=O)OC1CCCCCCCCCCC1,"['empyreumatic', 'vegetal', 'mineral', 'metal', 'phenolic', 'green vegetal', 'fresh', 'smoked']"
CCCCCCCCCCCCOC(=O)CC,"['animal', 'fermented', 'musky', 'floral', 'fermented drink', 'chemical', 'alcoholic beverages', 'fatty']"
CCCCCC(=O)OC1CCCCC1,"['fermented', 'floral', 'fermented drink', 'chemical', 'metal', 'mineral', 'alcoholic beverages', 'tropical fruit']"
SCc1cccs1,['empyreumatic']
CC(C)C(=O)OCc1ccco1,['empyreumatic']
CCOCc1ccco1,"['chemical', 'solvent', 'fresh', 'fatty', 'dairy']"
CCOC(Cc1ccccc1)OCC,"['fruity', 'nutty', 'vegetal', 'dried fruit', 'bitter almond', 'green vegetal', 'fatty', 'garden flower', 'oleaginous']"
C=CCOC(=O)CCCC,"['floral', 'fermented drink', 'chemical', 'fruit with pip', 'alcoholic beverages', 'tropical fruit']"
COc1cc(C(C)C)ccc1C,"['green vegetal', 'fresh', 'fruity', 'vegetal']"
CCOC(=O)CC1(C)OCCO1,"['wood', 'vegetal', 'phenolic', 'green vegetal', 'fresh', 'fruit with pip', 'resinous', 'stone fruit']"
CCCCCCCCC(=O)OCc1ccccc1,"['fermented', 'fermented drink', 'chemical', 'alcoholic beverages', 'woody']"
CCCCCCCCC(=O)OCCC,"['floral', 'fermented drink', 'chemical', 'alcoholic beverages', 'peponide']"
CCCCCCCCC(=O)OCCCCCC,"['green vegetal', 'oleaginous', 'fermented', 'vegetal', 'dried fruit', 'fermented drink', 'chemical', 'balsamic', 'alcoholic beverages', 'fatty', 'fresh', 'barrel aged alcohol', 'woody', 'sweet']"
COc1ccc(C)cc1C,"['fatty', 'fruity', 'dried fruit', 'oleaginous']"
C=C(C)CCCC(C)CCO,"['metal', 'bush flower', 'mineral']"
CC(=O)CCC(=O)OCc1ccccc1,"['empyreumatic', 'cooked', 'cooked sugar']"
CCCCCCCOC(=O)CCCCC,"['green vegetal', 'fatty', 'fresh', 'vegetal']"
CCOC(=O)c1ccccc1OC,"['fruit with pip', 'red berry']"
CCCCCCCC=CC(=O)OC,"['fermented', 'musty', 'vegetal', 'aldehydic', 'earthy', 'green vegetal', 'fruit with pip', 'woody']"
CC(=O)CC(C)(C)c1ccccc1,"['honeyed', 'green vegetal', 'fresh', 'vegetal']"
CCCCC(=O)OCCc1ccccc1,"['vegetal', 'green vegetal', 'bush flower', 'dry vegetal', 'fruit with pip', 'tropical fruit']"
Sc1ccsc1,"['alliaceous', 'vegetable', 'empyreumatic', 'sulphur', 'vegetal']"
CC12CCC(C1)C(C)(C)C2=O,"['wood', 'vegetal', 'chemical', 'phenolic', 'green vegetal', 'aromatic plant', 'resinous', 'medicinal']"
COC(=O)c1ccccc1N(C)C,"['citrus', 'green vegetal', 'fruit with pip', 'vegetal']"
O=C(CCO)OCCc1ccccc1,"['chemical', 'solvent', 'fresh', 'bush flower']"
CC(=O)OC(CC(C)C)CC(C)C,"['bush flower', 'garden flower', 'fruity', 'tropical fruit']"
CCCCCCCC(=O)OCc1ccccc1,"['tropical fruit', 'stone fruit', 'lactone']"
CCCCC(=O)OCc1ccccc1,"['animal', 'dry vegetal', 'fruit with pip', 'musky', 'vegetal']"
CCCCCCCCCC(=O)OCCCCCC,"['fermented', 'floral', 'vegetal', 'fermented drink', 'chemical', 'green vegetal', 'alcoholic beverages']"
CCCCOc1ccc2ccccc2c1,['red berry']
CC(C)CCOC(C)OCCC(C)C,"['vegetal', 'chemical', 'phenolic', 'solvent', 'fresh', 'green vegetal', 'medicinal']"
CC(C)CCCC(C)(C)O,"['bush flower', 'garden flower', 'fruity']"
CCOC(OCC)c1ccco1,"['fermented', 'empyreumatic', 'musty', 'woody']"
CC(=O)c1sccc1C,"['oleaginous', 'fruity', 'dried fruit', 'honeyed', 'bitter almond', 'fatty']"
CC(=O)c1ccc(C)s1,"['cooked', 'honeyed', 'bitter almond', 'bush flower', 'cooked sugar', 'oleaginous', 'lactone', 'empyreumatic', 'fruity', 'floral', 'vegetal', 'red berry', 'dried fruit', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'garden flower', 'woody']"
CCCC=CC(=O)CC,"['earthy', 'oleaginous', 'lactone', 'fermented', 'musty', 'dried fruit', 'vegetal', 'coumarin', 'balsamic', 'dry vegetal', 'fatty', 'tropical fruit', 'woody', 'sweet']"
CSSc1ccccc1,"['sulphur', 'cruciferous', 'vegetal', 'alliaceous', 'root', 'earthy']"
CCCC(=O)Oc1ccc(C)cc1,['chemical']
CCCCCCCCCCCC(OC)OC,"['fruity', 'vegetal', 'green vegetal', 'fruit with pip', 'peponide']"
CC(C)=CCc1occc1C,"['fruity', 'empyreumatic', 'cooked', 'lemony', 'vegetal', 'green vegetal', 'fresh', 'aromatic plant', 'cooked sugar', 'sweet']"
CCc1nccs1,"['fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fresh', 'fatty', 'oleaginous']"
CCc1cnc(CC)s1,"['fermented', 'fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fatty', 'fresh', 'oleaginous']"
CCCc1nccnc1C,"['fermented', 'empyreumatic', 'fruity', 'dried fruit', 'roasted', 'fatty', 'malt', 'oleaginous']"
CSCCCOC(C)=O,"['vegetable', 'fermented', 'musty', 'cruciferous', 'dairy', 'vegetal', 'earthy', 'green vegetal', 'fresh', 'sulphur', 'woody']"
CCCC(=O)OCCCSC,"['fermented', 'musty', 'dairy', 'earthy', 'tropical fruit', 'woody']"
CCOC(CCSC)OCC,"['vegetable', 'fermented', 'cruciferous', 'sulphur', 'vegetal', 'dairy']"
COC(=O)CSC,"['fermented', 'empyreumatic', 'dairy', 'vegetal', 'dried fruit', 'fatty', 'oleaginous']"
CC1=CC(=O)C(C)O1,"['empyreumatic', 'cooked', 'dairy', 'fatty', 'cooked sugar']"
COC(C)(C)C1CC=C(C)CC1,"['fruity', 'lemony', 'vegetal', 'green vegetal', 'fresh', 'aromatic plant']"
CCC1(C)CC(=O)C(C)=C(C)C1C,"['oleaginous', 'empyreumatic', 'cooked', 'dairy', 'dried fruit', 'fatty', 'cooked sugar', 'sweet']"
CCC(=O)OC1CC2CC1C1CC=CC21,['fatty']
CC1C(=O)C2CC1C(C)(C)C2,"['wood', 'vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'resinous', 'medicinal']"
CC(C)CC1OCC(C)O1,"['empyreumatic', 'roasted', 'chemical', 'balsamic', 'solvent', 'fresh', 'alcoholic beverages', 'fatty', 'barrel aged alcohol', 'malt', 'woody']"
CCC(C)(O)CCC=C(C)C,"['fresh', 'bush flower', 'fruity', 'lemony']"
CCC(C)CCCC(C)(C)O,"['fruity', 'lemony', 'bush flower', 'garden flower']"
CCCCCC1COCCC1OC(C)=O,"['fermented', 'musty', 'vegetal', 'earthy', 'green vegetal', 'fatty', 'fresh', 'dry vegetal', 'woody']"
CC(C)CCOC(=O)C(C)O,"['oleaginous', 'fermented', 'empyreumatic', 'cooked', 'floral', 'dairy', 'dried fruit', 'sweet', 'fermented drink', 'chemical', 'alcoholic beverages', 'fatty', 'cooked sugar']"
CCCc1nccs1,"['fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fatty', 'fresh', 'oleaginous']"
C=CCCCN=C=S,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'green vegetal', 'fresh', 'root', 'earthy']"
CCCc1cnccn1,"['empyreumatic', 'fruity', 'dried fruit', 'vegetal', 'green vegetal', 'fresh', 'fatty', 'oleaginous']"
CCCCC(=O)OC(C)C,"['fermented', 'floral', 'fermented drink', 'chemical', 'solvent', 'fresh', 'alcoholic beverages', 'fruit with pip', 'tropical fruit', 'sweet']"
CCCCCCCC=CCO,"['fruity', 'chemical', 'balsamic', 'bush flower', 'alcoholic beverages', 'barrel aged alcohol', 'woody', 'sweet']"
CCSCCCO,['vegetal']
CCCCCCc1cccs1,"['fermented', 'musty', 'vegetal', 'earthy', 'mineral', 'metal', 'green vegetal', 'fresh', 'sulphur', 'woody']"
CCCCCCCCC(OC)OC,"['green vegetal', 'fruity', 'vegetal', 'peponide']"
CC(=O)OC(C)CCC=C(C)C,"['green vegetal', 'fresh', 'vegetal']"
CC(=O)CC(C)(C)S,"['vegetal', 'berry', 'green vegetal', 'fresh', 'black fruit']"
CCCCCCOC(=O)CC,"['fruit with pip', 'green vegetal', 'fresh', 'vegetal']"
CCCCCC(CC)OC(=O)CCC,"['green vegetal', 'fresh', 'fermented', 'vegetal']"
CCCC(CC(=O)OC)OC(C)=O,"['green vegetal', 'fresh', 'vegetal']"
CCCC(CC(=O)OCC)OC(C)=O,"['green vegetal', 'fresh', 'vegetal']"
CCCCCC1C=CC(=O)O1,"['green vegetal', 'aromatic plant', 'oleaginous', 'lactone', 'dried fruit', 'vegetal', 'balsamic', 'dry vegetal', 'fresh', 'tropical fruit', 'woody', 'sweet']"
C=CC(O)CCCCCC,"['fermented', 'musty', 'dairy', 'vegetal', 'mineral', 'metal', 'green vegetal', 'fatty', 'fresh', 'woody']"
CSC(=O)CC(C)C,"['musty', 'vegetal', 'earthy', 'woody']"
CCCCCC(O)CCO,['fermented']
CC1(S)CCC2CC1C2(C)C,"['green vegetal', 'fresh', 'vegetal']"
CC(=O)C1CCCC(C)(C)C1,"['wood', 'vegetal', 'chemical', 'phenolic', 'green vegetal', 'fresh', 'aromatic plant', 'resinous', 'medicinal']"
C=C(C)C1CCC2(C)OC2C1,"['vegetal', 'green vegetal', 'aromatic plant']"
CC1(C)C2CC3OC3(C)C1C2,"['wood', 'vegetal', 'phenolic', 'green vegetal', 'resinous', 'woody']"
CC(C)(O)CCCC1=CCC(C=O)CC1,"['green vegetal', 'fatty', 'garden flower', 'vegetal']"
CCCCCCCOC(=O)CC(C)C,"['green vegetal', 'fresh', 'vegetal']"
CC(C)CCOCCc1ccccc1,"['floral', 'vegetal', 'mineral', 'metal', 'green vegetal', 'garden flower']"
CCC=CC=CC=CC=O,"['vegetable', 'fruity', 'fresh aldehydic', 'vegetal', 'green vegetal', 'fresh', 'cucurbitacea', 'peponide']"
C=CC1(C)CCC(C(C)(C)O)CC1C(=C)C,"['green vegetal', 'fresh', 'bush flower', 'fruity', 'vegetal']"
CC(C)C1C=CC(=O)CC1,"['vegetal', 'green vegetal', 'aromatic plant']"
CC(C)COC(=O)C(C)O,"['empyreumatic', 'cooked', 'dairy', 'sweet', 'fatty', 'cooked sugar']"
CCCOC(=O)C(C)O,"['fermented', 'empyreumatic', 'cooked', 'dairy', 'floral', 'fermented drink', 'chemical', 'alcoholic beverages', 'cooked sugar']"
CC1(C)C2CCC3(CO3)C1C2,"['floral', 'vegetal', 'mint', 'chemical', 'phenolic', 'green vegetal', 'bush flower', 'fresh', 'medicinal']"
C=C1CCC23C(C)CCC(C(C)C)C2C13,"['vegetable', 'sulphur', 'cruciferous', 'vegetal', 'green vegetal', 'fresh', 'root', 'earthy']"
CCC1=C(O)C(=O)C(C)O1,"['empyreumatic', 'cooked', 'cooked sugar']"
CC(C)=CCCC1=CCC(C=O)CC1,"['chemical', 'green vegetal', 'fatty', 'fruity', 'vegetal']"
CSCSSC,"['vegetable', 'empyreumatic', 'cruciferous', 'vegetal', 'alliaceous', 'sulphur']"
CC1=CC(C)C(C=O)CC1,"['green vegetal', 'fatty', 'fresh', 'fruity', 'vegetal']"
C=CCc1ccc(OCc2ccccc2)c(OC)c1,"['dry vegetal', 'vegetal', 'woody', 'sweet']"
C=CCOC(=O)CCCCCCCCC,"['fermented', 'floral', 'fermented drink', 'chemical', 'alcoholic beverages', 'tropical fruit']"
CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2,"['vegetal', 'green vegetal', 'fresh', 'dry vegetal']"
Cc1ccc(C2OCC(C)O2)cc1,"['nutty', 'dried fruit', 'red berry', 'sweet', 'bitter almond', 'fatty', 'oleaginous']"
CC1CCC2C1C1C(CCC2(C)O)C1(C)C,"['vegetal', 'green vegetal', 'fatty', 'bush flower', 'fresh', 'aromatic plant']"
CCCCCCCC=CC(=O)O,"['vegetal', 'citrus', 'green vegetal', 'fresh', 'stone fruit']"
CCCCC(CC)COC(=O)c1ccccc1,"['chemical', 'solvent', 'fresh', 'woody', 'sweet']"
CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,"['balsamic', 'chemical', 'alcoholic beverages', 'barrel aged alcohol', 'woody', 'sweet']"
CC1=C2CCC(C)CC2OC1=O,"['dairy', 'green vegetal', 'aromatic plant', 'oleaginous', 'fruity', 'dried fruit', 'vegetal', 'floral', 'balsamic', 'dry vegetal', 'fresh', 'fatty', 'tropical fruit', 'woody']"
